item                                     mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
mutationRate.s:few                       1.830311 0.025116 1.341789 1.335136 0.305811 4.584347 12617.46 2853.979 1.444708
mutationRate.s:fight                     2.698426 0.033523 1.732894 2.271213 0.364443 6.246539 13475.95 2672.166 2.235424
mutationRate.s:fire                      1.05026  0.012714 0.673011 0.937844 0.09269  2.326548 12850.81 2802.156 0.833298
mutationRate.s:fish                      4.269475 0.049892 2.613703 3.679601 0.782323 9.357901 13121.36 2744.378 3.55209 
mutationRate.s:float                     1.060322 0.017283 0.936462 0.719582 0.11113  3.048888 12264.79 2936.046 0.783075
mutationRate.s:flow                      6.067804 0.193767 8.619291 4.556774 0.808219 13.85589 18198.58 1978.725 4.712423
mutationRate.s:flower                    1.613388 0.018399 1.029381 1.340195 0.212515 3.659728 11504.74 3130.012 1.333856
mutationRate.s:fly                       1.146677 0.017341 0.918102 0.864109 0.211563 3.127022 12845.90 2803.228 0.910044
mutationRate.s:fog                       7.172077 0.109462 5.782365 6.094805 1.208114 15.53981 12904.46 2790.506 5.842353
mutationRate.s:foot                      0.349163 0.007408 0.344942 0.228115 0.009083 1.042951 16609.95 2167.976 0.222073
mutationRate.s:fruit                     0.824299 0.011096 0.591207 0.703194 0.047966 1.915462 12684.29 2838.943 0.620718
mutationRate.s:give                      1.705862 0.020259 0.98749  1.543725 0.269974 3.678416 15155.59 2376.020 1.437014
mutationRate.s:good                      1.706112 0.021366 1.11266  1.388811 0.27654  3.99863  13278.18 2711.966 1.431072
mutationRate.s:grass                     0.892969 0.014159 0.754016 0.606233 0.06913  2.43709  12697.90 2835.900 0.637268
mutationRate.s:green                     2.602139 0.033741 1.894747 1.867129 0.549522 6.529033 11419.47 3153.385 2.07424 
mutationRate.s:guts                      0.412388 0.008471 0.42607  0.263077 0.014011 1.303703 14233.12 2530.013 0.25791 
mutationRate.s:hair                      0.743677 0.009599 0.516817 0.64175  0.058094 1.744815 12422.34 2898.809 0.57402 
mutationRate.s:hand                      0.127153 0.003326 0.163261 0.067165 0.000113 0.445172 14946.97 2409.182 0.06318 
mutationRate.s:he                        2.086054 0.02035  0.876068 1.984016 0.482493 3.837838 19430.50 1853.271 1.896374
mutationRate.s:head                      1.900538 0.018114 0.80215  1.784282 0.521833 3.492439 18362.96 1961.012 1.735655
mutationRate.s:hear                      1.118131 0.016814 0.918488 0.80843  0.106991 2.935219 12066.86 2984.205 0.799222
mutationRate.s:heart                     0.563196 0.008865 0.499655 0.380782 0.023829 1.541092 11335.60 3176.715 0.382914
mutationRate.s:heavy                     1.379528 0.01511  0.743561 1.242306 0.240409 2.809023 14870.53 2421.566 1.192134
mutationRate.s:here                      0.138327 0.003398 0.175806 0.074754 0.000252 0.486901 13455.54 2676.219 0.06894 
mutationRate.s:hit                       2.526603 0.029959 1.466094 2.161769 0.612997 5.426045 15036.57 2394.827 2.199419
mutationRate.s:hold_in                   3.814067 0.042352 2.237494 3.321191 0.834014 8.230145 12901.40 2791.168 3.234391
mutationRate.s:how                       3.043149 0.042933 1.929825 2.570041 0.449449 6.801258 17822.88 2020.435 2.502626
mutationRate.s:hunt                      4.816108 0.05725  2.999766 4.063164 0.951051 10.32182 13115.97 2745.506 4.131221
mutationRate.s:husband                   0.12822  0.003345 0.166261 0.07016  0.000533 0.432773 14573.16 2470.980 0.065124
mutationRate.s:kill                      0.940273 0.014879 0.692987 0.729845 0.137897 2.428647 16601.11 2169.131 0.771289
mutationRate.s:know                      1.34423  0.018603 0.994078 1.026684 0.193764 3.521853 12610.76 2855.497 1.083081
mutationRate.s:lake                      0.522345 0.008779 0.486282 0.341421 0.032319 1.513183 11735.83 3068.380 0.357942
mutationRate.s:laugh                     2.768428 0.024958 1.223691 2.507399 0.887753 5.114795 14979.33 2403.978 2.539449
mutationRate.s:leaf                      1.549571 0.019155 1.046546 1.193092 0.297431 3.746581 12063.66 2984.995 1.273748
mutationRate.s:leg                       2.105399 0.021855 1.1344   1.980587 0.417787 4.301739 13366.26 2694.095 1.7953  
mutationRate.s:lie_be_lying              0.7936   0.010025 0.553226 0.675018 0.041533 1.858577 11823.53 3045.620 0.612564
mutationRate.s:live                      6.445644 0.090983 4.306322 5.618383 0.764113 14.19004 16074.36 2240.212 5.1644  
mutationRate.s:liver                     0.657897 0.009506 0.531315 0.523357 0.047006 1.700867 11527.12 3123.937 0.462284
mutationRate.s:long                      3.182414 0.039854 2.010346 2.817548 0.444273 6.966677 14151.92 2544.530 2.569488
mutationRate.s:louse                     0.59039  0.008791 0.438238 0.492361 0.023007 1.418379 14490.51 2485.074 0.438775
mutationRate.s:man                       1.679105 0.018584 0.974452 1.4175   0.480986 3.712371 13097.46 2749.386 1.479644
mutationRate.s:many                      1.783206 0.02425  1.170227 1.470562 0.250373 4.115341 15463.67 2328.682 1.462311
mutationRate.s:meat                      0.131856 0.00365  0.176039 0.069088 0.000304 0.470634 15478.31 2326.481 0.065031
mutationRate.s:mother                    1.605457 0.017864 0.944184 1.483951 0.182898 3.404184 12890.79 2793.465 1.318001
mutationRate.s:mountain                  1.282119 0.017574 0.907887 1.051889 0.171392 3.035978 13493.07 2668.775 0.993645
mutationRate.s:mouth                     1.720187 0.020717 1.05842  1.489559 0.287667 3.77529  13796.41 2610.098 1.423511
mutationRate.s:name                      0.661924 0.010639 0.558073 0.482721 0.036051 1.76905  13086.42 2751.706 0.459697
mutationRate.s:narrow                    9.465658 0.123528 6.961704 7.585903 0.897008 23.13886 11337.63 3176.148 7.344899
mutationRate.s:near                      1.74764  0.022138 1.116282 1.477044 0.313493 3.992117 14162.79 2542.577 1.466022
mutationRate.s:neck                      0.207182 0.004159 0.21879  0.137081 0.002279 0.61345  13012.82 2767.270 0.129701
mutationRate.s:new                       1.419476 0.018155 0.934876 1.209422 0.115572 3.227    13580.12 2651.668 1.13567 
mutationRate.s:night                     2.965383 0.028182 1.354993 2.787328 0.711813 5.599428 15577.23 2311.706 2.656994
mutationRate.s:nose                      0.133186 0.003554 0.17493  0.070716 0.000968 0.483636 14863.22 2422.757 0.065725
mutationRate.s:old                       2.451002 0.028564 1.466064 2.205    0.374467 5.137664 13669.95 2634.244 2.013361
mutationRate.s:one                       1.076432 0.014252 0.76521  0.925394 0.122812 2.567738 12492.16 2882.605 0.817697
mutationRate.s:other                     0.146116 0.003918 0.197742 0.076708 0.000544 0.524818 14134.38 2547.687 0.072199
mutationRate.s:person                    1.6823   0.020607 1.127149 1.341446 0.267632 3.886058 12036.45 2991.745 1.351077
mutationRate.s:play                      4.014241 0.049993 2.720147 3.249816 0.554397 9.761567 12163.27 2960.550 3.250923
mutationRate.s:pull                      1.203645 0.016362 0.92513  0.895945 0.103296 3.053325 11264.44 3196.783 0.897696
mutationRate.s:push                      2.719594 0.034762 1.750903 2.233885 0.491872 6.258393 14193.72 2537.036 2.254907
mutationRate.s:rain                      0.218099 0.004175 0.222037 0.146613 0.002459 0.657018 12731.30 2828.461 0.1365  
mutationRate.s:red                       1.658407 0.022521 1.245324 1.19546  0.246137 4.249985 11777.34 3057.564 1.295653
mutationRate.s:river                     1.892637 0.027515 1.338891 1.427581 0.446801 4.783619 15208.47 2367.759 1.560813
mutationRate.s:road                      0.50937  0.008557 0.446677 0.34442  0.03135  1.426535 13214.96 2724.940 0.354207
mutationRate.s:root                      2.776016 0.027786 1.251069 2.541837 0.676989 5.260897 17763.01 2027.245 2.511976
mutationRate.s:rope                      3.243688 0.033082 1.647751 3.089507 0.574985 6.31286  14515.62 2480.775 2.79736 
mutationRate.s:rotten                    1.398335 0.017335 0.906228 1.132961 0.188194 3.190395 13175.79 2733.041 1.160128
mutationRate.s:rub                       4.935413 0.071523 3.689961 3.766238 0.560065 12.30267 13529.31 2661.628 3.8525  
mutationRate.s:salt                      2.962243 0.028608 1.462769 2.616331 0.970249 5.89207  13773.09 2614.517 2.681684
mutationRate.s:sand                      1.169637 0.014451 0.672596 1.056809 0.139205 2.429785 16623.33 2166.231 0.97934 
mutationRate.s:say                       2.173653 0.034005 1.519004 1.648826 0.41284  5.3771   18046.20 1995.433 1.777943
mutationRate.s:scratch_an                2.215309 0.025071 1.248071 2.004931 0.248223 4.597165 14530.43 2478.246 1.85488 
mutationRate.s:see                       1.186373 0.015873 0.876224 0.907215 0.127472 2.919709 11816.37 3047.466 0.936391
mutationRate.s:seed                      1.014903 0.013705 0.7779   0.751116 0.13611  2.689076 11177.41 3221.675 0.781851
mutationRate.s:sew                       1.674911 0.022936 1.102593 1.44054  0.168242 3.787922 15582.29 2310.956 1.332545
mutationRate.s:sharp                     1.87605  0.025719 1.396536 1.507768 0.160406 4.482716 12212.97 2948.502 1.413853
mutationRate.s:short                     7.121199 0.084082 4.443908 6.157901 1.427927 15.32019 12891.50 2793.313 6.093833
mutationRate.s:sing                      2.173649 0.032316 1.73889  1.621531 0.296333 5.781916 12436.63 2895.476 1.666762
mutationRate.s:sit                       1.910749 0.022269 1.101486 1.758867 0.17727  3.904785 14718.64 2446.557 1.586039
mutationRate.s:skin_of                   1.353175 0.013513 0.735086 1.271127 0.156803 2.693857 12168.00 2959.401 1.143307
mutationRate.s:sky                       0.450586 0.007316 0.383757 0.337475 0.018223 1.170541 13088.50 2751.269 0.319782
mutationRate.s:sleep                     0.130418 0.004232 0.172259 0.069929 0.000382 0.451248 21729.59 1657.187 0.066016
mutationRate.s:small                     4.449291 0.043779 1.805017 4.113963 1.190718 8.069519 21183.34 1699.920 4.095025
mutationRate.s:smell_tr                  0.133926 0.003369 0.173455 0.071049 7.68E-5  0.470665 13585.93 2650.534 0.066333
mutationRate.s:smoke                     0.968832 0.012329 0.692011 0.846768 0.07184  2.25014  11430.46 3150.353 0.723129
mutationRate.s:smooth                    2.990746 0.032928 1.779024 2.457232 0.725483 6.682336 12336.77 2918.914 2.560703
mutationRate.s:snake                     1.067482 0.01359  0.678318 0.951372 0.095011 2.362595 14454.34 2491.291 0.851204
mutationRate.s:some                      11.07912 0.544347 27.9259  6.210557 0.458995 29.21785 13682.33 2631.860 6.553302
mutationRate.s:spit                      3.251651 0.050759 2.366672 2.611196 0.317292 8.012089 16564.03 2173.986 2.559908
mutationRate.s:split                     5.295899 0.060998 2.944415 4.890104 0.80463  10.96877 15454.39 2330.080 4.458132
mutationRate.s:squeeze                   2.484643 0.03651  1.822676 1.945529 0.362422 6.136886 14449.06 2492.203 2.027196
mutationRate.s:stab_or                   3.099341 0.045738 2.374384 2.352764 0.295576 7.813644 13361.83 2694.988 2.381148
mutationRate.s:stand                     0.146051 0.003933 0.195099 0.075982 0.000323 0.516952 14631.34 2461.154 0.071064
mutationRate.s:star                      1.061585 0.01481  0.835753 0.753938 0.099864 2.78143  11307.37 3184.647 0.788628
mutationRate.s:stick_of                  0.561554 0.010307 0.527039 0.35356  0.027522 1.644281 13771.01 2614.912 0.377879
mutationRate.s:stone                     7.640756 0.088219 4.811329 6.234235 1.697577 18.02187 12106.40 2974.458 6.429106
mutationRate.s:straight                  3.326657 0.037854 1.943102 2.772927 0.771311 7.137159 13666.56 2634.897 2.846934
mutationRate.s:suck                      1.371957 0.018642 0.948945 1.11191  0.176381 3.301402 13896.53 2591.293 1.089541
mutationRate.s:sun                       1.46232  0.016838 0.882282 1.327961 0.140287 3.12222  13116.37 2745.423 1.188974
mutationRate.s:swell                     3.234141 0.040779 2.113925 2.649331 0.540168 7.595184 13400.38 2687.235 2.647441
mutationRate.s:swim                      3.332227 0.036868 1.694021 2.968992 0.687205 6.658491 17056.41 2111.229 2.94613 
mutationRate.s:tail                      1.063998 0.016061 0.799284 0.845516 0.080751 2.546396 14540.93 2476.457 0.808147
mutationRate.s:they                      2.473203 0.023213 0.96132  2.356009 0.774803 4.346737 20996.30 1715.063 2.291101
mutationRate.s:thick                     3.021267 0.033343 1.791194 2.557873 0.746769 6.56534  12478.06 2885.864 2.631778
mutationRate.s:thin                      3.680044 0.040416 2.071835 3.215963 0.812799 7.603033 13702.86 2627.917 3.218138
mutationRate.s:think                     0.475264 0.007608 0.389624 0.376925 0.009362 1.215402 13728.48 2623.014 0.333632
mutationRate.s:this                      1.714217 0.022925 1.145744 1.476006 0.187303 3.945493 14416.44 2497.842 1.362402
mutationRate.s:thou                      0.136012 0.00374  0.182034 0.070321 0.000209 0.475423 15197.70 2369.436 0.066071
mutationRate.s:throw                     1.454118 0.015787 0.78398  1.263604 0.441969 3.06693  14601.67 2466.154 1.300771
mutationRate.s:tie                       0.535686 0.008618 0.45493  0.407954 0.030521 1.422326 12921.95 2786.730 0.380072
mutationRate.s:tongue                    0.127058 0.003361 0.167651 0.068967 0.000254 0.45774  14470.76 2488.465 0.063466
mutationRate.s:tooth                     0.911336 0.010207 0.491511 0.841345 0.142078 1.831617 15527.95 2319.042 0.781048
mutationRate.s:tree                      1.712887 0.015929 0.699212 1.607914 0.59373  3.145335 18688.42 1926.861 1.576483
mutationRate.s:turn_intr                 3.643981 0.048098 2.525838 2.777284 0.591254 8.756903 13057.90 2757.716 2.966736
mutationRate.s:two                       0.387862 0.007698 0.377506 0.255568 0.005756 1.122022 14974.37 2404.774 0.246913
mutationRate.s:vomit                     0.814098 0.012056 0.666028 0.571859 0.068211 2.197791 11799.28 3051.878 0.60815 
mutationRate.s:walk                      1.56164  0.017937 0.945403 1.27929  0.338044 3.539565 12962.13 2778.091 1.337271
mutationRate.s:warm_hot                  1.473853 0.017444 0.94926  1.193291 0.309032 3.48407  12160.53 2961.217 1.241924
mutationRate.s:wash                      2.494102 0.028877 1.516665 2.068157 0.529585 5.436179 13054.22 2758.494 2.068006
mutationRate.s:water                     2.162909 0.023221 1.059885 1.895623 0.700626 4.373691 17285.21 2083.283 1.956399
mutationRate.s:we                        0.239508 0.00451  0.238291 0.161465 0.001376 0.72231  12899.14 2791.658 0.150713
mutationRate.s:wet                       1.080328 0.01529  0.842007 0.82314  0.09737  2.737759 11874.96 3032.429 0.795624
mutationRate.s:what                      0.855597 0.012233 0.622079 0.735392 0.042613 2.044939 13925.73 2585.860 0.645467
mutationRate.s:when                      1.441753 0.020328 1.122791 1.05518  0.146501 3.628455 11803.16 3050.876 1.094467
mutationRate.s:where                     3.475141 0.039775 2.190125 2.931678 0.825059 8.063071 11876.80 3031.961 2.94998 
mutationRate.s:white                     1.15505  0.016793 0.867947 0.944428 0.139696 2.853836 13479.91 2671.382 0.84931 
mutationRate.s:who                       0.401352 0.007161 0.387495 0.263781 0.011996 1.188394 12299.26 2927.816 0.259911
mutationRate.s:wide                      4.537714 0.051369 2.628278 3.950076 1.028948 9.570414 13755.47 2617.866 3.920588
mutationRate.s:wife                      1.505832 0.017693 0.929114 1.396343 0.115614 3.201577 13058.88 2757.510 1.205211
mutationRate.s:wind                      1.999409 0.027495 1.378311 1.534262 0.267002 4.713486 14329.63 2512.973 1.604051
mutationRate.s:wing                      1.019634 0.015346 0.788977 0.845047 0.046331 2.491263 13622.68 2643.385 0.7465  
mutationRate.s:wipe                      5.49589  0.061678 3.560335 4.694055 1.105546 11.70831 10806.96 3332.111 4.688314
mutationRate.s:woman                     1.220821 0.019402 0.995015 0.837913 0.192039 3.39831  13691.12 2630.171 0.926948
mutationRate.s:woods                     0.58952  0.011427 0.539906 0.390586 0.034348 1.684134 16130.51 2232.415 0.398129
mutationRate.s:worm_ie                   0.127135 0.003525 0.169224 0.068519 0.000197 0.445318 15625.65 2304.543 0.063614
mutationRate.s:ye_you                    1.149706 0.01452  0.714965 1.01659  0.137054 2.522289 14852.95 2424.434 0.937874
mutationRate.s:year                      1.688501 0.021801 1.117885 1.503113 0.154338 3.74919  13695.37 2629.355 1.316642
mutationRate.s:yellow                    2.30749  0.023675 0.974085 2.182453 0.536083 4.230059 21272.80 1692.771 2.105391
bcov_alpha.s:combined                    0.025071 0.000979 0.019824 0.020334 0.000103 0.062644 87807.58 410.1012 0.016706
bcov_s.s:combined                        0.356607 0.004558 0.075    0.349581 0.224524 0.514285 132990.4 270.7713 0.348911
frequencies.s:combined.1                 0.962154 7.7E-5   0.003998 0.962267 0.954107 0.969524 13370.90 2693.161 0.962146
frequencies.s:combined.2                 0.037846 7.7E-5   0.003998 0.037733 0.030476 0.045893 13370.90 2693.161 0.037633
clockRate.c:clock                        3.72E-5  2.44E-7  7.69E-6  3.65E-5  2.32E-5  5.3E-5   36358.76 990.4077 3.64E-5 
BirthDeathSkyContemporaryBDSParam.t:tree -179.673 0.058335 2.381444 -179.599 -184.438 -175.125 21607.07 1666.584 NaN     
birthRateBDS.t:tree                      0.002175 1.02E-5  0.000574 0.002099 0.001157 0.003367 11422.29 3152.606 0.002103
deathRateBDS.t:tree                      0.000741 1.22E-5  0.000664 0.000559 9.14E-8  0.00209  12108.93 2973.835 0.000445
rhoBDS.t:tree                            0.859581 0.001106 0.064368 0.867794 0.731652 0.967936 10625.25 3389.096 0.857058
logP(mrca(chacobo))                      -5.85581 0.011755 0.651619 -5.69004 -7.17703 -5.14186 11718.39 3072.945 NaN     
mrca.age(chacobo)                        443.5678 1.28591  71.22068 435.7146 314.7935 584.1420 11739.02 3067.546 438.0848
logP(mrca(kashinawa1))                   -4.09701 0.028079 1.516544 -3.66995 -7.22381 -2.52837 12344.40 2917.110 NaN     
mrca.age(kashinawa1)                     87.54850 0.085253 4.631613 87.54874 78.71357 96.60093 12200.38 2951.546 87.42556
logP(mrca(northern))                     -5.65743 0.008436 0.453643 -5.51765 -6.60866 -5.22555 12453.92 2891.457 NaN     
mrca.age(northern)                       510.9330 1.169492 62.461   503.5427 408.8505 640.3996 12624.08 2852.483 507.2735
logP(mrca(chama))                        -7.05958 0.021674 1.288016 -6.80440 -9.54860 -5.14188 10196.42 3531.629 NaN     
mrca.age(chama)                          291.8014 0.222928 13.19308 289.8062 269.9801 318.8888 10281.58 3502.379 291.5107
