item              mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
count_verb        -14.0627 0.007574 0.293864 -14.0695 -14.6318 -13.4789 0        NaN      NaN     
count_verb        -4.78473 0.003889 0.140656 -4.78004 -5.05652 -4.51437 0        NaN      NaN     
count_verb        -4.44280 0.003669 0.126701 -4.43868 -4.68750 -4.19675 0        NaN      NaN     
count_verb        -3.83158 0.002765 0.083859 -3.83096 -3.99931 -3.67185 0        NaN      NaN     
count_verb        -4.08052 0.003135 0.097416 -4.07908 -4.28258 -3.90127 0        NaN      NaN     
count_verb        -3.95126 0.002889 0.093122 -3.94870 -4.13833 -3.77942 0        NaN      NaN     
count_verb        -4.93813 0.00399  0.148172 -4.93299 -5.22809 -4.66323 0        NaN      NaN     
count_verb        -4.92349 0.003654 0.141165 -4.91640 -5.18901 -4.64345 0        NaN      NaN     
cut_verb          -15.7326 0.009231 0.370048 -15.7238 -16.4408 -15.0027 0        NaN      NaN     
cut_verb          -4.26207 0.003825 0.109366 -4.26097 -4.47711 -4.05114 0        NaN      NaN     
cut_verb          -4.00142 0.002267 0.081175 -4.00017 -4.15665 -3.84204 0        NaN      NaN     
cut_verb          -4.00142 0.002267 0.081175 -4.00017 -4.15665 -3.84204 0        NaN      NaN     
cut_verb          -5.51744 0.004813 0.197302 -5.50847 -5.91984 -5.13477 0        NaN      NaN     
cut_verb          -4.46377 0.00299  0.126789 -4.46625 -4.69542 -4.21504 0        NaN      NaN     
cut_verb          -3.69946 0.002321 0.07519  -3.69626 -3.84712 -3.55752 0        NaN      NaN     
cut_verb          -4.59419 0.003321 0.123034 -4.59217 -4.84897 -4.36981 0        NaN      NaN     
cut_verb          -4.39550 0.002642 0.097153 -4.39224 -4.58183 -4.20270 0        NaN      NaN     
cut_verb          -4.00142 0.002267 0.081175 -4.00017 -4.15665 -3.84204 0        NaN      NaN     
day_daytime       -21.5722 0.013078 0.432541 -21.5761 -22.3584 -20.6968 0        NaN      NaN     
day_daytime       -8.62527 0.052277 1.171002 -9.18385 -9.73902 -6.20938 0        NaN      NaN     
day_daytime       -11.1749 0.007818 0.316074 -11.1602 -11.7734 -10.5809 0        NaN      NaN     
day_daytime       -14.0067 0.009541 0.404899 -14.0131 -14.7796 -13.2300 0        NaN      NaN     
day_daytime       -4.63298 0.003355 0.140138 -4.63027 -4.92629 -4.37786 0        NaN      NaN     
day_daytime       -3.70805 0.002314 0.075368 -3.70512 -3.85900 -3.56869 0        NaN      NaN     
day_daytime       -4.73500 0.004032 0.147406 -4.72479 -5.02389 -4.45977 0        NaN      NaN     
day_daytime       -4.50351 0.003731 0.144341 -4.50076 -4.79973 -4.24079 0        NaN      NaN     
die               -14.6503 0.00806  0.33043  -14.6405 -15.3021 -14.0457 0        NaN      NaN     
die               -9.77689 0.008173 0.238369 -9.77522 -10.2532 -9.33301 0        NaN      NaN     
die               -5.14435 0.004453 0.188969 -5.13268 -5.49738 -4.78248 0        NaN      NaN     
die               -3.99278 0.002283 0.081427 -3.99109 -4.14644 -3.83030 0        NaN      NaN     
die               -4.41193 0.002883 0.121106 -4.41147 -4.62881 -4.16845 0        NaN      NaN     
die               -4.07186 0.002806 0.087392 -4.07000 -4.24534 -3.90494 0        NaN      NaN     
die               -3.69086 0.002346 0.075367 -3.68668 -3.83697 -3.54749 0        NaN      NaN     
die               -5.26491 0.00429  0.148084 -5.25644 -5.53711 -4.97627 0        NaN      NaN     
die               -4.14411 0.003028 0.097651 -4.14497 -4.34490 -3.97211 0        NaN      NaN     
die               -4.63909 0.003715 0.135718 -4.63502 -4.90290 -4.37769 0        NaN      NaN     
dig               -19.4223 0.031748 1.17848  -19.0783 -21.4363 -17.5663 0        NaN      NaN     
dig               -11.1512 0.011308 0.369384 -11.1369 -11.9383 -10.4796 0        NaN      NaN     
dig               -9.10680 0.039729 1.239324 -9.64130 -10.2694 -6.37274 0        NaN      NaN     
dig               -4.08749 0.003153 0.099049 -4.08762 -4.28814 -3.91049 0        NaN      NaN     
dig               -5.39160 0.004575 0.187991 -5.38398 -5.73283 -4.98833 0        NaN      NaN     
dig               -5.00586 0.003515 0.138802 -4.99910 -5.26205 -4.72246 0        NaN      NaN     
dig               -5.55197 0.004814 0.185075 -5.54749 -5.91801 -5.21201 0        NaN      NaN     
dig               -4.01557 0.002984 0.088999 -4.01361 -4.19147 -3.84594 0        NaN      NaN     
dig               -4.22492 0.002842 0.097807 -4.22277 -4.43981 -4.05075 0        NaN      NaN     
dig               -3.63446 0.002523 0.077255 -3.63072 -3.78462 -3.48735 0        NaN      NaN     
dig               -5.20834 0.00439  0.148981 -5.19899 -5.49803 -4.93130 0        NaN      NaN     
dig               -4.16814 0.002919 0.095088 -4.16739 -4.35038 -3.97661 0        NaN      NaN     
dig               -3.93622 0.002525 0.083076 -3.93527 -4.11557 -3.79160 0        NaN      NaN     
dig               -5.29329 0.004535 0.185404 -5.29651 -5.63985 -4.93335 0        NaN      NaN     
