ID	CONCEPT	DOCULECT	FORM	VALUE	TOKENS	COGID	COGIDS	ALIGNMENT	MORPHEMES	NOTE
2350	come	Nukini	u	ua	u	176	0	- u - -		None
2351	come	Poyanawa	u	u	u	176	0	- u - -		None
2352	come	Iskonawa	u	u	u	176	0	- u - -		None
2353	come	Chakobo	hu	hu	h u	176	0	h u - -		None
2354	come	Chakobo	βɨka	βɨka	β ɨ k a	183	0	β ɨ k a		None
2355	come	Pakawara	u	u	u	176	0	- u - -		None
2356	come	Kakataibo	u	u	u	176	0	- u - -		None
2357	come	Kaxarari	hu	hu	h u	176	0	h u - -		None
2358	come	Mastanawa	u	ɨuwɨ	u	176	0	- u - -		None
2359	come	Chaninawa	u	uwɨ	u	176	0	- u - -		None
2360	come	Sharanawa	u	u	u	176	0	- u - -		None
2361	come	Amawaka	huʔi	huʔi	h u ʔ i	176	0	h u ʔ i		None
2362	come	Nawa	u	u	u	176	0	- u - -		None
2363	come	Marinawa	u	u	u	176	0	- u - -		None
2364	come	Yaminawa	u	u	u	176	0	- u - -		None
2365	come	Kashinawa_P	hu	hu	h u	176	0	h u - -		None
2366	come	Kashinawa_B	hu	hu	h u	176	0	h u - -		None
2367	fall [drop]	Matses	paɨd	paɨd	p a ɨ d	334	0	- - - p a - ɨ d -		None
2368	fall [drop]	Matis	pakɨd	pakɨd	p a k ɨ d	334	0	- - - p a k ɨ d -		None
2369	fall [drop]	Marubo	pakɨ	pakɨ	p a k ɨ	334	0	- - - p a k ɨ - -		None
2370	fall [drop]	Katukina	paki	paki	p a k i	334	0	- - - p a k i - -		None
2371	fall [drop]	Shipibo_Konibo	pakɨt	pakɨt	p a k ɨ t	334	0	- - - p a k ɨ t -		None
2372	fall [drop]	Kapanawa	pakɨ	pakɨ	p a k ɨ	334	0	- - - p a k ɨ - -		None
2373	fall [drop]	Arara	pakɨ	pakɨ	p a k ɨ	334	0	- - - p a k ɨ - -		None
2374	fall [drop]	Shanenawa	pakɨ	pakɨ	p a k ɨ	334	0	- - - p a k ɨ - -		None
2375	fall [drop]	Yawanawa	pakɨ	pakɨ	p a k ɨ	334	0	- - - p a k ɨ - -		None
2376	fall [drop]	Iskonawa	pakɨ	pakɨ	p a k ɨ	334	0	- - - p a k ɨ - -		None
2377	fall [drop]	Chakobo	pakɨ	pakɨ	p a k ɨ	334	0	- - - p a k ɨ - -		None
2378	fall [drop]	Chakobo	poʂo	poʂo	p o ʂ o	339	0	p o ʂ o		None
2379	fall [drop]	Kakataibo	nipakɨ	nipakɨ	n i + p a k ɨ	334	0	n i + p a k ɨ - -		None
2380	fall [drop]	Kaxarari	kawa	kawa	k a w a	335	0	k a w - - a		None
2381	fall [drop]	Kaxarari	wilo	wilo	w i l o	338	0	w i l o		None
2382	fall [drop]	Mastanawa	paɨa	paɨa	p a ɨ a	334	0	- - - p a - ɨ a -		None
2383	fall [drop]	Chaninawa	pakɨ	pakɨ	p a k ɨ	334	0	- - - p a k ɨ - -		None
2384	fall [drop]	Sharanawa	pakɨ	pakɨ	p a k ɨ	334	0	- - - p a k ɨ - -		None
2385	fall [drop]	Amawaka	pakɨʔɨ	pakɨʔɨ	p a k ɨ ʔ ɨ	334	0	- - - p a k ɨ ʔ ɨ		None
2386	fall [drop]	Nawa	pakɨ	pakɨ	p a k ɨ	334	0	- - - p a k ɨ - -		None
2387	fall [drop]	Marinawa	pakɨ	pakɨ	p a k ɨ	334	0	- - - p a k ɨ - -		None
2388	fall [drop]	Yaminawa	paʔɨ	paʔɨ	p a ʔ ɨ	334	0	- - - p a ʔ ɨ - -		None
2389	fall [drop]	Kashinawa_P	kawana	kawana	k a w a n a	335	0	k a w a n a		None
2390	fall [drop]	Kashinawa_B	tinika	tinika	t i n i k a	340	0	t i n i k a		None
2391	hold [in hand]	Matses	sanan	sanan	s a n a n	601	0	s a n a n		None
2392	hold [in hand]	Matis	tɨdin	tɨdin	t ɨ d i n	538	0	t ɨ d i n		None
2393	hold [in hand]	Marubo	tuin	tuin	t u i n	598	0	t u i n -		None
2394	hold [in hand]	Katukina	tuina	tuyna	t u i n a	598	0	t u i n a		None
2395	hold [in hand]	Shipibo_Konibo	tsoma	βi	ts o m a	597	0	ts o m a		None
2396	hold [in hand]	Kapanawa	tsoma	βi	ts o m a	597	0	ts o m a		None
2397	hold [in hand]	Shanenawa	tʃuma	tʃuma	tʃ u m a	597	0	tʃ u m a		None
2398	hold [in hand]	Iskonawa	achi	achi	a tʃ i	596	0	- a tʃ i		None
2399	hold [in hand]	Chakobo	atʃa	atʃa	a tʃ a	596	0	- a tʃ a		None
2400	hold [in hand]	Kakataibo	βi	tuin	β i	599	0	β i		None
2401	hold [in hand]	Mastanawa	aʧi	aʧi	a tʃ i	596	0	- a tʃ i		None
2402	hold [in hand]	Chaninawa	t͡suba	t͡suba	ts u b a	597	0	ts u b a		None
2403	hold [in hand]	Sharanawa	t͡suba	t͡suba	ts u b a	597	0	ts u b a		None
2404	hold [in hand]	Amawaka	at͡ʃi	at͡ʃi	a tʃ i	596	0	- a tʃ i		None
2405	hold [in hand]	Nawa	aʧi	aʧi	a tʃ i	596	0	- a tʃ i		None
2406	hold [in hand]	Marinawa	jata	jata	j a t a	212	0	j a t a		None
2407	hold [in hand]	Yaminawa	aʧi	aʧi	a tʃ i	596	0	- a tʃ i		None
2408	hold [in hand]	Kashinawa_P	tsuma	tsuma	ts u m a	597	0	ts u m a		None
2409	give	Matses	mene	mene	m e + n e	496	0	m e + n e		None
2410	give	Matis	mene	mene	m e n e	496	0	m e - n e		None
2411	give	Marubo	ina	ina	i n a	491	0	- i n a -		None
2412	give	Katukina	ina	ina	i n a	491	0	- i n a -		None
2413	give	Shipibo_Konibo	mɨni	mɨni	m ɨ n i	496	0	m ɨ - n i		None
2414	give	Kapanawa	inan	inan	i n a n	491	0	- i n a n		None
2415	give	Shanenawa	inan	inan	i n a n	491	0	- i n a n		None
2416	give	Yawanawa	inan	inan	i n a n	491	0	- i n a n		None
2417	give	Poyanawa	inan	inan	i n a n	491	0	- i n a n		None
2418	give	Iskonawa	mini	mini	m i n i	496	0	m i - n i		None
2419	give	Iskonawa	inan	inan	i n a n	491	0	- i n a n		None
2420	give	Chakobo	mɨ	mɨ	m ɨ	496	0	m ɨ - - -		None
2421	give	Kakataibo	ʔinan	ʔinan	ʔ i n a n	491	0	ʔ i n a n		None
2422	give	Mastanawa	ina	ina	i n a	491	0	- i n a -		None
2423	give	Chaninawa	inan	inan	i n a n	491	0	- i n a n		None
2424	give	Sharanawa	inan	inan	i n a n	491	0	- i n a n		None
2425	give	Amawaka	inan	ina	i n a n	491	0	- i n a n		None
2426	give	Nawa	ina	ina	i n a	491	0	- i n a -		None
2427	give	Marinawa	ina	ina	i n a	491	0	- i n a -		None
2428	give	Yaminawa	bidi	biʔdi	b i d i	496	0	b i - d i		None
2429	give	Kashinawa_P	inan	inan	i n a n	491	0	- i n a n		None
2430	pull	Matses	ʂɨkka	ʂɨkka	ʂ ɨ k + k a	851	0	ʂ ɨ k + k a		None
2431	pull	Matis	tɨkka	tɨkka	t ɨ k + k a	851	0	t ɨ k + k a		None
2432	pull	Marubo	tɨri	tɨri	t ɨ r i	851	0	t ɨ r i		None
2433	pull	Shipibo_Konibo	nini	nini	n i n i	874	0	n i n i		None
2434	pull	Kapanawa	nini	nini	n i n i	874	0	n i n i		None
2435	pull	Arara	nindi	nindi	n i ⁿd i	874	0	n i n d i		None
2436	pull	Shanenawa	nini	nini	n i n i	874	0	n i n i		None
2437	pull	Yawanawa	nini	nini	n i n i	874	0	n i n i		None
2438	pull	Iskonawa	ha ha ak	ha ha ak	h a + h a + a k	879	0	h a # h a # a k		None
2439	pull	Chakobo	nini	nini	n i n i	874	0	n i n i		None
2440	pull	Kakataibo	nini	nini	n i n i	874	0	n i n i		None
2441	pull	Kaxarari	waraha	waraha	w a r a h a	878	0	w a r a h a		None
2442	pull	Mastanawa	didi	didi	d i d i	874	0	d i d i		None
2443	pull	Chaninawa	didi	didi	d i d i	874	0	d i d i		None
2444	pull	Sharanawa	didi	didi	d i d i	874	0	d i d i		None
2445	pull	Amawaka	nindi	nindi	n i ⁿd i	874	0	n i ⁿd i		None
2446	pull	Nawa	didi	didi	d i d i	874	0	d i d i		None
2447	pull	Marinawa	dindi	dindi	d i ⁿd i	874	0	d i ⁿd i		None
2448	pull	Yaminawa	didi	didi	d i d i	874	0	d i d i		None
2449	pull	Kashinawa_P	nini	nini	n i n i	874	0	n i n i		None
2450	pull	Kashinawa_B	nini	nini	n i n i	874	0	n i n i		None
2451	push	Matses	tsikunne	tsikunne	ts i k u n n e	832	0	ts i k u n n e		None
2452	push	Matis	kune	kune	k u n e	832	0	k u n e		None
2453	push	Marubo	masta	masta	m a s t a	889	0	m a s t a		None
2454	push	Katukina	xutu	xutu	x/ʂ u t u	884	0	x u t u -		None
2455	push	Shipibo_Konibo	ʂutun	ʂutun	ʂ u t u n	884	0	ʂ u t u n		None
2456	push	Kapanawa	wɨra	wɨra	w ɨ r a n	886	0	w ɨ r a n		None
2457	push	Kapanawa	ʂutun	ʂutun	ʂ u t u n	884	0	ʂ u t u n		None
2458	push	Shanenawa	pakɨ	pakɨ	p a k ɨ	883	0	p a k ɨ		None
2459	push	Yawanawa	tsiki	tsiki	ts i k i	883	0	ts i k i		None
2460	push	Iskonawa	tɨtu	tɨtu	t ɨ t u	887	0	t ɨ t u		None
2461	push	Chakobo	tʃima	tʃima	tʃ i m a	891	0	tʃ i m a		None
2462	push	Kakataibo	tʃatʃi	tʃatʃi	tʃ a tʃ i	887	0	tʃ a tʃ i		None
2463	push	Kaxarari	kuita	kuita	k u i t a	890	0	k u i t a		None
2464	push	Mastanawa	pɨʂu	pɨʂu	p ɨ ʂ u	883	0	p ɨ ʂ u		None
2465	push	Chaninawa	pɨt͡si	pɨt͡sikidi	p ɨ ts i	883	0	p ɨ ts i		None
2466	push	Sharanawa	pɨt͡si	pɨt͡sikidi	p ɨ ts i	883	0	p ɨ ts i		None
2467	push	Amawaka	wɨɾan	mɨɾa	w ɨ ɾ a n	886	0	w ɨ ɾ a n		None
2468	push	Nawa	pɨtsi	pɨtsi	p ɨ ts i	883	0	p ɨ ts i		None
2469	push	Marinawa	pɨtsi	pɨtsikɨdi	p ɨ ts i	883	0	p ɨ ts i		None
2470	push	Yaminawa	pɨʂɨ	pɨʂɨ	p ɨ ʂ ɨ	883	0	p ɨ ʂ ɨ		None
2471	push	Kashinawa_P	ʂutu	ʂutu	ʂ u t u	884	0	ʂ u t u -		None
2472	turn [intr. v.]	Matses	βidiad	βidiad	β i d i a d	1345	0	β i d i a d		None
2473	turn [intr. v.]	Matis	βidikiakɨd	βidikiakɨd	β i d i + k i a + k ɨ d	1345	0	β i d i - - + k i a + k ɨ d		None
2474	turn [intr. v.]	Marubo	βɨsukɨ	βɨsukɨ	β ɨ s u k ɨ	1016	0	β ɨ s u k ɨ		None
2475	turn [intr. v.]	Katukina	hiku	hiku	h i k u	1354	0	h i k u		None
2476	turn [intr. v.]	Shipibo_Konibo	raβɨ	raβɨ	r a β ɨ	1343	0	r a β - - ɨ		None
2477	turn [intr. v.]	Kapanawa	raβɨ	raβɨ	r a β ɨ	1343	0	r a β - - ɨ		None
2478	turn [intr. v.]	Arara	ua	ua	u a	1350	0	u a		None
2479	turn [intr. v.]	Yawanawa	nitã	nitã	n i t ã	1351	0	n i t ã		None
2480	turn [intr. v.]	Iskonawa	maja	maja	m a j a	1349	0	m a j a		None
2481	turn [intr. v.]	Chakobo	βupi	βupi	β u p i	1356	0	β u p i		None
2482	turn [intr. v.]	Kakataibo	kwanankɨ	kwanankɨ	kʷ a n a n k ɨ	1348	0	kʷ a n a n k ɨ		None
2483	turn [intr. v.]	Kaxarari	pu	pu	p u	1353	0	p u		None
2484	turn [intr. v.]	Mastanawa	ɾaɸɨ	ɸuswakaw	ɸ u sʷ a k a w	1346	0	ɸ u sʷ a k a w		None
2485	turn [intr. v.]	Chaninawa	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ	1343	0	ɾ a ɸ - - ɨ		None
2486	turn [intr. v.]	Sharanawa	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ	1343	0	ɾ a ɸ - - ɨ		None
2487	turn [intr. v.]	Amawaka	maja	huʔi	m a j a	443	0	m a j a		None
2488	turn [intr. v.]	Nawa	ɾaɸɨ	ũnwĩ	ɾ a ɸ ɨ	1343	0	ɾ a ɸ - - ɨ		None
2489	turn [intr. v.]	Marinawa	ɾaɸɨ	ɾaɸɨ	ɾ a ɸ ɨ	1343	0	ɾ a ɸ - - ɨ		None
2490	turn [intr. v.]	Yaminawa	lawɨ	lawɨ	l a w ɨ	1343	0	l a w - - ɨ		None
2491	turn [intr. v.]	Kashinawa_P	daβɨkɨ	daβɨkɨ	d a β ɨ k ɨ	1343	0	d a β ɨ k ɨ		None
2492	turn [intr. v.]	Kashinawa_B	anuhu	anuhu	a n u h u	1347	0	a n u h u		None
2493	throw	Matses	ne	ne	n e	1316	0	n e ( - )		None
2494	throw	Matis	ne	ne	n e	1316	0	n e ( - )		None
2495	throw	Marubo	untʃi	untʃi	u n tʃ i	1320	0	u n tʃ i		None
2496	throw	Shipibo_Konibo	puta	puta	p u t a	1314	0	p u - t a		None
2497	throw	Kapanawa	tsaka	tsaka	ts a k a	1315	0	ts a k a		None
2498	throw	Shanenawa	puta	puta	p u t a	1314	0	p u - t a		None
2499	throw	Yawanawa	puta	puta	p u t a	1314	0	p u - t a		None
2500	throw	Poyanawa	puta	puta	p u t a	1314	0	p u - t a		None
2501	throw	Iskonawa	miɾi	miɾi	m i ɾ i	1318	0	m i ɾ i		None
2502	throw	Chakobo	nia	nia	n i a	1316	0	n i ( a )		None
2503	throw	Kakataibo	niti	pu	n i	1316	0	n i ( - )		None
2504	throw	Kaxarari	nia	nial	n i a	1316	0	n i ( a )		None
2505	throw	Mastanawa	puta	puta	p u t a	1314	0	p u - t a		None
2506	throw	Mastanawa	tsaka	tsaka	ts a k a	1315	0	ts a k a		None
2507	throw	Chaninawa	t͡saka	t͡saka	ts a k a	1315	0	ts a k a		None
2508	throw	Sharanawa	puta	puta	p u t a	1314	0	p u - t a		None
2509	throw	Amawaka	t͡saka	t͡saka	ts a k a	1315	0	ts a k a		None
2510	throw	Nawa	puta	puta	p u t a	1314	0	p u - t a		None
2511	throw	Marinawa	puta	puta	p u t a	1314	0	p u - t a		None
2512	throw	Yaminawa	puʔta	puʔta	p u ʔ t a	1314	0	p u ʔ t a		None
2513	throw	Yaminawa	tsaʔa	tsaʔa	ts a ʔ a	1315	0	ts a ʔ a		None
2514	throw	Kashinawa_P	puta	puta	p u t a	1314	0	p u - t a		None
2515	throw	Kashinawa_P	tsaka	tsaka	ts a k a	1315	0	ts a k a		None
2516	play	Matses	mamɨn	mamɨn	m a m ɨ n	867	0	m a m ɨ n		None
2517	play	Matis	tʃuke	tʃuke	tʃ u k e	868	0	tʃ u k e		None
2518	play	Marubo	wɨsia	wɨsia	w ɨ s i a	869	0	w ɨ s i a		None
2519	play	Marubo	usan	usan	u s a n	864	0	u s a n		None
2520	play	Shipibo_Konibo	tsini	tsini	ts i n i	866	0	ts i n i		None
2521	play	Kapanawa	ʃiru	ʃiru	ʃ i r u	1064	0	ʃ i r u		None
2522	play	Arara	ʃuʃui	ʃuʃui	ʃ u ʃ u i	862	0	ʃ u ʃ u i		None
2523	play	Shanenawa	ʂuʂu	ʂuʂu	ʂ u ʂ u	862	0	ʂ u ʂ u		None
2524	play	Yawanawa	ʃuʃu	ʃuʃu	ʂ u ʂ u	862	0	ʂ u ʂ u		None
2525	play	Iskonawa	mɨka	mɨka	m ɨ k a	863	0	m ɨ k a		None
2526	play	Chakobo	kaʂa	kaʂa	k a ʂ a	861	0	k a ʂ a		None
2527	play	Kakataibo	kwai	kwai	kʷ a j	809	0	kʷ a - i		None
2528	play	Mastanawa	kaʂɨ	kaʂɨ	k a ʂ ɨ	861	0	k a ʂ ɨ		None
2529	play	Chaninawa	kaʂɨ	kaʂɨ	k a ʂ ɨ	861	0	k a ʂ ɨ		None
2530	play	Sharanawa	kaʂɨ	kaʂɨ	k a ʂ ɨ	861	0	k a ʂ ɨ		None
2531	play	Amawaka	mɨka	mɨka	m ɨ k a	863	0	m ɨ k a		None
2532	play	Nawa	kaʂɨ	kaʂɨ	k a ʂ ɨ	861	0	k a ʂ ɨ		None
2533	play	Marinawa	kaʂɨ	kaʂɨ	k a ʂ ɨ	861	0	k a ʂ ɨ		None
2534	play	Yaminawa	kaʂɨ	kaʂɨ	k a ʂ ɨ	861	0	k a ʂ ɨ		None
2535	play	Yaminawa	ʂuʂu	ʂuʂu	ʂ u ʂ u	862	0	ʂ u ʂ u		None
2536	play	Kashinawa_P	βɨjusa	βɨjusa	β ɨ j u s a	870	0	β ɨ j u s a		None
2537	wash	Matses	pan	pan	p a n	1158	0	- - p a n		None
2538	wash	Matis	ʃik	ʃik	ʃ i k	1389	0	ʃ i k		None
2539	wash	Marubo	tʃaka	tʃaka	tʃ a k a	1384	0	tʃ a k a		None
2540	wash	Katukina	txua	txua	ʈʂ u a	1384	0	ʈʂ u - a		None
2541	wash	Shipibo_Konibo	patsa	patsa	p a ts a	1383	0	p a ts a -		None
2542	wash	Kapanawa	dapan	dapan	d a p a n	1105	0	d a p a n		None
2543	wash	Kapanawa	patsa	patsa	p a ts a	1383	0	p a ts a -		None
2544	wash	Arara	pãsa	pãsa	p ã s a	1383	0	p ã s - a - - - - -		None
2545	wash	Shanenawa	tʃuka	tʃuka	tʃ u k a	1384	0	tʃ u k a		None
2546	wash	Yawanawa	tʃuka	tʃuka	tʃ u k a	1384	0	tʃ u k a		None
2547	wash	Poyanawa	ʧuki	ʧuki	tʃ u k i	1384	0	tʃ u k i		None
2548	wash	Iskonawa	ʧuka	ʧuka	tʃ u k a	1384	0	tʃ u k a		None
2549	wash	Chakobo	tʃuku	tʃuku	tʃ u k u	1384	0	tʃ u k u		None
2550	wash	Pakawara	aʃi	aʃi	a ʃ i	1383	0	a ʃ i		None
2551	wash	Kakataibo	tʃuka	tʃuka	tʃ u k a	1384	0	tʃ u k a		None
2552	wash	Kaxarari	palo	palo	p a l o	1386	0	p a l o		None
2553	wash	Mastanawa	patsa	patsa	p a ts a	1383	0	p a ts a -		None
2554	wash	Chaninawa	pat͡san	pat͡san	p a ts a n	1383	0	p a ts a n		None
2555	wash	Sharanawa	t͡ʃuka	t͡ʃuka	tʃ u k a	1384	0	tʃ u k a		None
2556	wash	Sharanawa	pat͡san	pat͡san	p a ts a n	1383	0	p a ts a n		None
2557	wash	Amawaka	pat͡san	pat͡san	p a ts a n	1383	0	p a ts a n		None
2558	wash	Nawa	patsa	patsaj	p a ts a	1383	0	p a ts a -		None
2559	wash	Nawa	ʧuka	ʧuka	tʃ u k a	1384	0	tʃ u k a		None
2560	wash	Marinawa	patsa	patsaj	p a ts a	1383	0	p a ts a -		None
2561	wash	Marinawa	ʧuka	ʧukaj	tʃ u k a	1384	0	tʃ u k a		None
2562	wash	Yaminawa	patsa	patsa	p a ts a	1383	0	p a ts a -		None
2563	wash	Kashinawa_P	patsa	patsa	p a ts a	1383	0	p a ts a -		None
2564	wipe	Matses	uk	uk	u k	1489	0	u k		None
2565	wipe	Matis	uk	uk	u k	1489	0	u k		None
2566	wipe	Marubo	tuʃku	tuʃku	t u ʃ + k u	1490	0	t u ʃ + k u		None
2567	wipe	Katukina	matxi	matxi	m a ʈʂ i	1491	0	m a ʈʂ i		None
2568	wipe	Katukina	rini	rini	r i n i	1492	0	r i n i		None
2569	wipe	Shipibo_Konibo	sua	sua	s u a	1487	0	s u a		None
2570	wipe	Kapanawa	wasa	wasa	w a s a	1626	0	w a s a		None
2571	wipe	Kapanawa	sua	sua	s u a	1487	0	s u a		None
2572	wipe	Iskonawa	sua	sua	s u a	1487	0	s u a		None
2573	wipe	Chakobo	sinu	sinu	s i n u	1498	0	s i n u		None
2574	wipe	Chakobo	masa	masa	m a s a	1491	0	m a s a		None
2575	wipe	Kakataibo	tɨrɨn	tɨrɨn	t ɨ r ɨ n	1486	0	t ɨ r ɨ - n -		None
2576	wipe	Mastanawa	tɨɾɨa	tɨɾɨa	t ɨ ɾ ɨ a	1486	0	t ɨ ɾ ɨ - - a		None
2577	wipe	Chaninawa	t͡ʃuka	t͡ʃuka	tʃ u k a	1160	0	tʃ u k a		None
2578	wipe	Sharanawa	tɨɾɨa	tɨɾɨa	t ɨ ɾ ɨ a	1486	0	t ɨ ɾ ɨ - - a		None
2579	wipe	Amawaka	mat͡su	mat͡su	m a ts u	1491	0	m a ts u		None
2580	wipe	Nawa	ʂaɾa	ʂaɾa	ʂ a ɾ a	1488	0	ʂ a ɾ - - a		None
2581	wipe	Marinawa	tɨɾɨaki	tɨɾɨaki	t ɨ ɾ ɨ a k i	1486	0	t ɨ ɾ ɨ a k i		None
2582	wipe	Yaminawa	ʃaɾawa	ʃaɾawa	ʃ a ɾ a w a	1488	0	ʃ a ɾ a w a		None
2583	wipe	Kashinawa_P	jinkɨwa	jinkɨwa	j i n k ɨ w a	1500	0	j i n k ɨ w a		None
2584	rub	Matses	daʂun	da-ʂun	d a ʂ u n	949	0	d a ʂ u n		None
2585	rub	Matis	tɨkɨka	tɨkɨka	t ɨ k ɨ + k a	1587	0	t ɨ k ɨ + k a		None
2586	rub	Marubo	tuʃku	tuʃku	t u ʃ + k u	1586	0	t u ʃ + k u		None
2587	rub	Shipibo_Konibo	ʂɨyu	ʂɨyu	ʂ ɨ j u	944	0	ʂ ɨ j u		None
2588	rub	Kapanawa	tuyu	tuyu	t u j u	944	0	t u j u		None
2589	rub	Kapanawa	rɨnkɨ	rɨnkɨ	r ɨ n k ɨ	1172	0	r ɨ n k ɨ		None
2590	rub	Poyanawa	haki	haki	h a k i	948	0	h a k i		None
2591	rub	Chakobo	sinu	sinu	s i n u	953	0	s i n u		None
2592	rub	Chakobo	masa	masa	m a s a	946	0	m a s a		None
2593	rub	Kakataibo	tʃɨka	tʃɨka	tʃ ɨ k a	945	0	tʃ ɨ k a		None
2594	rub	Mastanawa	tɨɾɨa	tɨɾɨa	t ɨ ɾ ɨ a	943	0	t ɨ ɾ - ɨ - a		None
2595	rub	Chaninawa	ɸiʃkia	ɸiʃkia	ɸ i ʃ k i a	952	0	ɸ i ʃ k i a		None
2596	rub	Sharanawa	tɨɾɨa	tɨɾɨa	t ɨ ɾ ɨ a	943	0	t ɨ ɾ - ɨ - a		None
2597	rub	Amawaka	tɨɾɨki	tɨɾɨki	t ɨ ɾ ɨ k i	943	0	t ɨ ɾ - ɨ k i		None
2598	rub	Nawa	tɨɾaki	tɨɾaki	t ɨ ɾ a k i	943	0	t ɨ ɾ - a k i		None
2599	rub	Marinawa	tɨɾɨaki	tɨɾɨaki	t ɨ ɾ ɨ a k i	943	0	t ɨ ɾ ɨ a k i		None
2600	rub	Yaminawa	lɨjuwi	lɨjuwi	l ɨ j u w i	1585	0	l ɨ j u w i		None
2601	rub	Kashinawa_P	huʂwa	huʂwa	h u ʂʷ a	950	0	h u ʂʷ a		None
2602	count [verb]	Matses	tan	tan	t a n	184	0	t a n		None
2603	count [verb]	Marubo	tana	tana	t a n a	184	0	t a n a - -		None
2604	count [verb]	Katukina	katse	katse	k a ts e	188	0	k a ts e		None
2605	count [verb]	Shipibo_Konibo	tupun	tupun	t u p u n	446	0	t u p u n		None
2606	count [verb]	Kapanawa	tupun	tupun	t u p u n	445	0	t u p u n		None
2607	count [verb]	Iskonawa	tupun	tupun	t u p u n	275	0	t u p u n		None
2608	count [verb]	Chakobo	tuka	tuka	t u k a	192	0	t u k a		None
2609	count [verb]	Kakataibo	tupu	tupu	t u p u	311	0	t u p u -		None
2610	count [verb]	Mastanawa	tanaɸa	tanaɸa	t a n a ɸ a	184	0	t a n a ɸ a		None
2611	count [verb]	Chaninawa	tanawa	tanawa	t a n a w a	184	0	t a n a w a		None
2612	count [verb]	Sharanawa	tanawa	tanawa	t a n a w a	184	0	t a n a w a		None
2613	count [verb]	Amawaka	tanan	tanan	t a n a n	184	0	t a n a n -		None
2614	count [verb]	Nawa	tanawa	tanawaj	t a n a w a	184	0	t a n a w a		None
2615	count [verb]	Marinawa	tana	tana	t a n a	184	0	t a n a - -		None
2616	count [verb]	Yaminawa	adɨ	adɨ	a d ɨ	186	0	a d ɨ		None
2617	count [verb]	Kashinawa_P	tana	tana	t a n a	184	0	t a n a - -		None
2618	kill	Matses	ak	ak	a k	639	0	a k		None
2619	kill	Matis	ak	ak	a k	639	0	a k		None
2620	kill	Marubo	jamama	jamama	j a m a m a	645	0	j a m a m a		None
2621	kill	Katukina	atan	atan	a t a n	646	0	a t a n		None
2622	kill	Katukina	maki	maki	m a k i	552	0	m a k i		None
2623	kill	Shipibo_Konibo	rɨtɨ	rɨtɨ	r ɨ t ɨ	638	0	r ɨ t ɨ		None
2624	kill	Kapanawa	rɨtɨ	rɨtɨ	r ɨ t ɨ	638	0	r ɨ t ɨ		None
2625	kill	Arara	rɨtɨ	rɨtɨ	r ɨ t ɨ	638	0	r ɨ t ɨ -		None
2626	kill	Shanenawa	rɨtɨ	rɨtɨ	r ɨ t ɨ	638	0	r ɨ t ɨ		None
2627	kill	Yawanawa	rɨtɨ	rɨtɨ	r ɨ t ɨ	638	0	r ɨ t ɨ		None
2628	kill	Nukini	rɨtɨ	rɨtɨ	r ɨ t ɨ	638	0	r ɨ t ɨ		None
2629	kill	Poyanawa	kuja	kuja	k u j a	644	0	k u j a		None
2630	kill	Iskonawa	marɨ	marɨ	m a + r ɨ	638	0	m a + r ɨ - -		None
2631	kill	Chakobo	kaka	kaka	k a k a	639	0	k a k a		None
2632	kill	Chakobo	tɨpas	tɨpas	t ɨ p a s	550	0	t ɨ p a s		None
2633	kill	Pakawara	aha	aha	a h a	639	0	a h a		None
2634	kill	Kakataibo	rɨ	rɨ	r ɨ	638	0	r ɨ - -		None
2635	kill	Kaxarari	ʔa	?a	ʔ a	639	0	- ʔ a		None
2636	kill	Mastanawa	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ	638	0	ɾ ɨ t ɨ		None
2637	kill	Chaninawa	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ	638	0	ɾ ɨ t ɨ		None
2638	kill	Sharanawa	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ	638	0	ɾ ɨ t ɨ		None
2639	kill	Amawaka	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ	638	0	ɾ ɨ t ɨ		None
2640	kill	Nawa	ɾɨtɨ	ɾɨtɨj	ɾ ɨ t ɨ	638	0	ɾ ɨ t ɨ		None
2641	kill	Marinawa	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ	638	0	ɾ ɨ t ɨ		None
2642	kill	Yaminawa	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ	638	0	ɾ ɨ t ɨ		None
2643	kill	Kashinawa_P	tɨnia	tɨnja	t ɨ n j a	647	0	t ɨ n j a		None
2644	hit	Matses	kues	kues	k u e s	515	0	k u e s		None
2645	hit	Matis	kues	kues	k u e s	515	0	k u e s		None
2646	hit	Marubo	riʃki	riʃki	r i ʃ k i	587	0	r i ʃ k i		None
2647	hit	Katukina	rixki	rixki	r i x/ʂ k i	587	0	r i x k i		None
2648	hit	Shipibo_Konibo	riʃki	riʃki	r i ʃ k i	587	0	r i ʃ k i		None
2649	hit	Kapanawa	riʃki	riʃki	r i ʃ k i	587	0	r i ʃ k i		None
2650	hit	Arara	kɨʃa	kɨʃa	k ɨ ʃ a	585	0	k ɨ - ʃ a		None
2651	hit	Shanenawa	kuʂa	kuʂa	k u ʂ a	585	0	k u ʂ a		None
