ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	MORPHEMES	COGID	BODY	BODYID
981	Araona	guts	e-c̷ama	ec̷ama	e tʃ a m a			535	[]	1
488	Matses	hair	βu	βu	m a + n ë d a i d			539	[]	1
489	Matis	hair	ʂakkete	ʂakkete	ʂ a k + k e + t e			543	[]	1
490	Marubo	hair	βu	βu	β u			539	[]	1
491	Katukina	hair	βuu	βuu	β u			539	[]	1
492	Kanamari	hair	βuu	βuu	β u			539	[]	1
493	Shipibo_Konibo	hair	βu	βu	β u			539	[]	1
494	Kapanawa	hair	βu	βu	β u			539	[]	1
495	Shanenawa	hair	ɸu	ɸu	ɸ u			539	[]	1
496	Yawanawa	hair	βu	βu	β u			539	[]	1
497	Nukini	hair	βu	βu	β u			539	[]	1
498	Poyanawa	hair	βu	βu	β u			539	[]	1
499	Iskonawa	hair	βu	βu	β u			539	[]	1
500	Chakobo	hair	βu	βu	β u			539	[]	1
501	Pakawara	hair	wuu	wuu	w uː			539	[]	1
502	Kakataibo	hair	βu	βu	β u			539	[]	1
503	Kaxarari	hair	wɨʂkatʃani	wɨʂkatʃani	w u + ʂ k a + tʃ a n i			542	[]	1
504	Mastanawa	hair	fuʔu	fuʔu	f u ʔ u			539	[]	1
505	Chaninawa	hair	ɸu	ɸu	ɸ u			539	[]	1
506	Sharanawa	hair	ɸu	ɸu	ɸ u			539	[]	1
507	Amawaka	hair	βu	βu	β u			539	[]	1
508	Nawa	hair	ɸuʔu	ɸuʔu	ɸ u ʔ u			539	[]	1
509	Marinawa	hair	ɸuʔu	ɸuʔu	ɸ u ʔ u			539	[]	1
510	Yaminawa	hair	hu	hu	ɸ u			539	[]	1
511	Kashinawa_P	hair	βu	βu	β u			539	[]	1
512	Kashinawa_B	hair	βu	βu	β u			539	[]	1
513	Araona	hair	šoa-iɲa	šoaiɲa	ʃ o a i ɲ a			494	[]	1
882	Matses	hand	mɨdante	mɨdante	m ɨ + d a n t e			546	[]	1
883	Matis	hand	mɨkɨn	mɨkɨn	m ɨ + k ɨ n			546	[]	1
884	Marubo	hand	mɨβi	mɨβi	m ɨ + β i			546	[]	1
885	Katukina	hand	meβi	meβi	m e + β i			546	[]	1
886	Kanamari	hand	mwɨβi	mɨβi	mʷ ɨ + β i			546	[]	1
887	Shipibo_Konibo	hand	mɨkɨn	mɨkɨn	m ɨ + k ɨ n			546	[]	1
888	Kapanawa	hand	mɨkɨn	mɨkɨn	m ɨ + k ɨ n			546	[]	1
889	Shanenawa	hand	mɨɸi	mɨɸi	m ɨ + ɸ i			546	[]	1
890	Yawanawa	hand	mɨhi	mɨhi	m ɨ + h i			546	[]	1
891	Nukini	hand	mɨwi	mɨwi	m ɨ + w i			546	[]	1
892	Poyanawa	hand	mɨkɨn	mɨkɨn	m ɨ + k ɨ n			546	[]	1
893	Iskonawa	hand	mɨˀβi	mɨˀβi	m ɨ + β i			546	[]	1
894	Chakobo	hand	mɨkɨnɨ	mɨkɨnɨ	m ɨ + k ɨ n ɨ			546	[]	1
895	Pakawara	hand	mɨkɨna	mɨkɨna	m ɨ + k ɨ n a			546	[]	1
896	Kakataibo	hand	mɨkɨn	mɨkɨn	m ɨ + k ɨ n			546	[]	1
897	Kaxarari	hand	mɨkɨlɨ	mɨkɨlɨ	m ɨ + k ɨ l ɨ			546	[]	1
898	Mastanawa	hand	bɨɸi	bɨɸi	b ɨ + ɸ i			546	[]	1
899	Chaninawa	hand	βɨkɨ	βɨkɨ	β ɨ + k ɨ			546	[]	1
900	Chaninawa	hand	βɨɸi	βɨɸi	β ɨ + ɸ i			546	[]	1
901	Sharanawa	hand	bɨɸi	bɨɸi	b ɨ + ɸ i			546	[]	1
902	Amawaka	hand	mɨkɨn	mɨkɨn	m ɨ + k ɨ n			546	[]	1
903	Nawa	hand	bɨkɨ	bɨkɨ	b ɨ + k ɨ			546	[]	1
904	Marinawa	hand	bɨkɨ	bɨkɨ	b ɨ + k ɨ			546	[]	1
905	Yaminawa	hand	mɨʔɨ	mɨʔɨ	m ɨ + ʔ ɨ			546	[]	1
906	Kashinawa_P	hand	mɨki	mɨki	m ɨ + k i			546	[]	1
907	Kashinawa_B	hand	mɨ̃kɨ̃	mɨ̃kɨ̃	m ɨ̃ + k ɨ̃			546	[]	1
908	Araona	hand	e-me	eme	e m e			546	[]	1
1972	Matses	he	a	a	a			548	[]	1
1973	Matis	he	a	a	a			548	[]	1
1974	Marubo	he	a	a	a			548	[]	1
1975	Katukina	he	ha	ha	h a			548	[]	1
1976	Shipibo_Konibo	he	ha	ha	h a			548	[]	1
1977	Kapanawa	he	ha	ha	h a			548	[]	1
1978	Shanenawa	he	a	a	a			548	[]	1
1979	Yawanawa	he	a	a	a			548	[]	1
1980	Poyanawa	he	a	a	a			548	[]	1
1981	Iskonawa	he	a	a	a			548	[]	1
1982	Chakobo	he	ha	ha	h a			548	[]	1
1983	Pakawara	he	ha	ha	h a			548	[]	1
1984	Kakataibo	he	a	a	a			548	[]	1
1985	Kaxarari	he	wautʃitɨ	ua	u a			495	[]	1
1986	Mastanawa	he	ua	ua	u a			495	[]	1
1987	Chaninawa	he	na	na	n a			548	[]	1
1988	Sharanawa	he	ua	ua	u a			495	[]	1
1989	Amawaka	he	ua	ua	u a			495	[]	1
1990	Nawa	he	da	da	d a			549	[]	1
1991	Marinawa	he	uwa	uwa	u w a			495	[]	1
1992	Yaminawa	he	da	da	d a			549	[]	1
1993	Kashinawa_P	he	ha	ha	h a			548	[]	1
1994	Kashinawa_B	he	ha	ha	h a			548	[]	1
1995	Araona	he	da	da	d a			549	[]	1
1996	Araona	he	wada	wada	w a d a			495	[]	1
1997	Araona	he	joda	joda	j o d a			551	[]	1
1998	Araona	he	joma	joma	j o m a			551	[]	1
461	Matses	head	mapi	mapi	m a + p i			554	[]	1
462	Matis	head	maʂo	maʂo	m a + ʂ o			554	[]	1
463	Marubo	head	mapu	mapu	m a + p u			554	[]	1
464	Katukina	head	mapu	mapu	m a + p u			554	[]	1
465	Kanamari	head	mapu	mapu	m a + p u			554	[]	1
466	Shipibo_Konibo	head	mapu	mapu	m a + p u			554	[]	1
467	Kapanawa	head	mapu	mapu	m a + p u			554	[]	1
468	Shanenawa	head	mapu	mapu	m a + p u			554	[]	1
469	Yawanawa	head	mapu	mapu	m a + p u			554	[]	1
470	Nukini	head	mapu	mapu	m a + p u			554	[]	1
471	Poyanawa	head	βuhka	βuhka	β u + h k a			555	[]	1
472	Iskonawa	head	βuhka	βuhka	β u + h k a			555	[]	1
473	Chakobo	head	mapu	mapu	m a + p u			554	[]	1
474	Pakawara	head	mapu	mapu	m a + p u			554	[]	1
475	Kakataibo	head	maʂka	maʂka	m a + ʂ k a			555	[]	1
476	Kaxarari	head	wɨʂkata	wɨʂkata	w u + ʂ k a + t a			555	[]	1
477	Mastanawa	head	bapu	bapu	b a + p u			554	[]	1
478	Chaninawa	head	βasakati	βasakati	β a + s a k a + t i			555	[]	1
479	Sharanawa	head	bapu	bapu	b a + p u			554	[]	1
480	Amawaka	head	mapu	mapu	m a + p u			554	[]	1
481	Nawa	head	ba:pu	ba:pu	b aː + p u			554	[]	1
482	Marinawa	head	bapu	bapu	b a + p u			554	[]	1
483	Marinawa	head	ɸuʂka	ɸuʂka	ɸ u + ʂ k a			555	[]	1
484	Yaminawa	head	bapu	bapu	b a + p u			554	[]	1
485	Kashinawa_P	head	βuʂka	βuʂka	β u + ʂ k a			555	[]	1
486	Kashinawa_B	head	βuʂka	βuʂka	β u + ʂ k a			555	[]	1
487	Araona	head	e-šoa	ešoa	e ʃ o a			556	[]	1
2997	Matses	hear	tantia	tantia	t a n t i + a			562	[]	1
2998	Matis	hear	kuak	kuak	k u a k			563	[]	1
2999	Marubo	hear	ninkan	ninkan	n i n k a n			559	[]	1
3000	Katukina	hear	ninka	ninka	n i n k a			559	[]	1
3001	Shipibo_Konibo	hear	ninkat	ninkat	n i n k a t			559	[]	1
3002	Kapanawa	hear	ninka	ninka	n i n k a			559	[]	1
3003	Shanenawa	hear	ninka	ninka	n i n k a			559	[]	1
3004	Yawanawa	hear	nika	nika	n i k a			559	[]	1
3005	Poyanawa	hear	tapi	tapi	t a p i			560	[]	1
3006	Iskonawa	hear	nika	nika	n i k a			559	[]	1
3007	Chakobo	hear	nika	nika	n i k a			559	[]	1
3008	Kakataibo	hear	kwa	kwa	kʷ a			559	[]	1
3009	Kaxarari	hear	ka	ka	k a			559	[]	1
3010	Mastanawa	hear	djaj	dia	d i a			559	[]	1
3011	Chaninawa	hear	dikaj	dikaj	d i k a dʒ			559	[]	1
3012	Sharanawa	hear	dikai	dika	d i k a			559	[]	1
3013	Amawaka	hear	ninkaj	ninkaj	n i n k a dʒ			559	[]	1
3014	Nawa	hear	dika	dika	d i k a			559	[]	1
3015	Marinawa	hear	dika	dika	d i k a			559	[]	1
3016	Yaminawa	hear	diʔa	diʔa	d i ʔ a			559	[]	1
3017	Kashinawa_P	hear	ninka	ninka	n i n k a			559	[]	1
3018	Kashinawa_B	hear	nĩkai	nĩka	n ĩ k a			559	[]	1
3019	Araona	hear	tsabaja	tsabaja	ts a b a j a			560	[]	1
935	Matses	heart	winte	uinte	u i n + t e			566	[]	1
936	Matis	heart	winte	uinte	u i n + t e			566	[]	1
937	Marubo	heart	winti	winti	w i n + t i			566	[]	1
938	Katukina	heart	winti	winti	w i n + t i			566	[]	1
939	Shipibo_Konibo	heart	huinti	huinti	h u i n + t i			566	[]	1
940	Kapanawa	heart	hwinti	hwinti	h u i n + t i			566	[]	1
941	Shanenawa	heart	uinti	uinti	u i n + t i			566	[]	1
942	Yawanawa	heart	ũĩti	ũĩti	ũ ĩ + t i			566	[]	1
943	Nukini	heart	kɨpĩ	kɨpĩ	k ɨ p ĩ			569	[]	1
944	Poyanawa	heart	ũĩti	ũĩti	ũ ĩ + t i			566	[]	1
945	Iskonawa	heart	ũĩti	ũĩti	ũ ĩ + t i			566	[]	1
946	Chakobo	heart	huiti	huiti	h u i + t i			566	[]	1
947	Pakawara	heart	huwiti	huwiti	h u w i + t i			566	[]	1
948	Kakataibo	heart	nuitu	nuitu	n u i + t u			566	[]	1
949	Kaxarari	heart	hɨya	hɨya	h ɨ j a			570	[]	1
950	Mastanawa	heart	uɨnti	uɨnti	u ɨ n + t i			566	[]	1
951	Chaninawa	heart	uĩti	uĩti	u ĩ + t i			566	[]	1
952	Sharanawa	heart	ũĩti	ũĩti	ũ ĩ + t i			566	[]	1
953	Amawaka	heart	huinti	huinti	h u i n + t i			566	[]	1
954	Nawa	heart	uɨnti	uɨnti	u ɨ n + t i			566	[]	1
955	Marinawa	heart	uɨnti	uɨnti	u ɨ n + t i			566	[]	1
956	Yaminawa	heart	uwɨti	uwɨti	u w ɨ + t i			566	[]	1
957	Kashinawa_P	heart	ɸujnti	ɸujnti	ɸ u j n + t i			566	[]	1
958	Kashinawa_B	heart	huĩti	huĩti	h u ĩ + t i			566	[]	1
959	Araona	heart	mosoho	mosoho	m o s o h o			568	[]	1
3443	Matses	heavy	iwɨ	iwɨ	i w ɨ			573	[]	1
3444	Matis	heavy	iwɨ	iwɨ	i w ɨ			573	[]	1
3445	Marubo	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ			573	[]	1
3446	Katukina	heavy	ewe	ewe	e w e			573	[]	1
3447	Shipibo_Konibo	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ			573	[]	1
3448	Kapanawa	heavy	iwɨ	iwɨ	i w ɨ			573	[]	1
3449	Shanenawa	heavy	juitapa	juitapa	j u i t a p a			576	[]	1
3450	Yawanawa	heavy	iwɨ	iwɨ	i w ɨ			573	[]	1
3451	Iskonawa	heavy	hakama	hakama	h a k a m a			575	[]	1
3452	Chakobo	heavy	iwɨ	iwɨ	i w ɨ			573	[]	1
3453	Pakawara	heavy	iwɨ	iwɨ	i w ɨ			573	[]	1
3454	Kakataibo	heavy	iɨ	iɨ	i ɨ			573	[]	1
3455	Kaxarari	heavy	naiwɨ	naiwɨ	n a i w ɨ			573	[]	1
3456	Mastanawa	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ			573	[]	1
3457	Chaninawa	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ			573	[]	1
3458	Sharanawa	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ			573	[]	1
3459	Amawaka	heavy	ijɨ	ijɨ	i j ɨ			573	[]	1
3460	Nawa	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ			573	[]	1
3461	Marinawa	heavy	iwɨ	iwɨ	i w ɨ			573	[]	1
3462	Yaminawa	heavy	ɨwɨ	ɨwɨ	ɨ w ɨ			573	[]	1
3463	Kashinawa_P	heavy	ʂankama	ʂankama	ʂ a n k a m a			575	[]	1
3464	Kashinawa_B	heavy	ʂãkama	ʂãkama	ʂ ã k a m a			575	[]	1
3465	Araona	heavy	abikue	abikue	a b i k u e			574	[]	1
3879	Matses	here	nɨ	nɨ	n ɨ			577	[]	1
3880	Matis	here	nɨ	nɨ	n ɨ			577	[]	1
3881	Marubo	here	nɨnu	nɨnu	n ɨ n u			577	[]	1
3882	Katukina	here	nenu	nɨnu	n ɨ n u			577	[]	1
3883	Katukina	here	ninu	ninu	n i n u			577	[]	1
3884	Shipibo_Konibo	here	nɨ	nɨ	n ɨ			577	[]	1
3885	Kapanawa	here	nɨnu	nɨnu	n ɨ n u			577	[]	1
3886	Kapanawa	here	nɨaβi	nɨaβi	n ɨ a + β i			577	[]	1
3887	Shanenawa	here	nɨnu	nɨnu	n ɨ n u			577	[]	1
3888	Yawanawa	here	nɨnu	nɨnu	n ɨ n u			577	[]	1
3889	Poyanawa	here	nĩdu	nindu	n i nd u			577	[]	1
3890	Iskonawa	here	ninu	ninu	n i n u			577	[]	1
3891	Chakobo	here	nëa	nɨa	n ɨ a			577	[]	1
3892	Chakobo	here	nëbi	nɨbi	n ɨ b i			577	[]	1
3893	Chakobo	here	nëri	nɨri	n ɨ r i			577	[]	1
3894	Kakataibo	here	ɨnu	ɨnu	ɨ n u			577	[]	1
3895	Mastanawa	here	dɨdu	dɨdu	d ɨ d u			577	[]	1
3896	Chaninawa	here	tɨdu	tɨdu	t ɨ d u			577	[]	1
3897	Sharanawa	here	dɨdu	dɨdu	d ɨ d u			577	[]	1
3898	Amawaka	here	nɨndu	nɨndu	n ɨ ⁿd u			577	[]	1
3899	Nawa	here	dɨdu	dɨdu	d ɨ d u			577	[]	1
3900	Marinawa	here	dɨndu	dɨndu	d ɨ ⁿd u			577	[]	1
3901	Yaminawa	here	dɨdu	dɨdu	d ɨ d u			577	[]	1
3902	Kashinawa_P	here	nɨnu	nɨnu	n ɨ n u			577	[]	1
3903	Araona	here	dyo	dyo	d j o			578	[]	1
3904	Araona	here	jidyo	jidyo	j i d j o			578	[]	1
3905	Araona	here	owe	owe	o w e			507	[]	1
2698	Matses	hit	kues	kues	k u e s			515	[]	1
2699	Matis	hit	kues	kues	k u e s			515	[]	1
2700	Marubo	hit	riʃki	riʃki	r i ʃ k i			587	[]	1
2701	Katukina	hit	rixki	rixki	r i x/ʂ k i			587	[]	1
2702	Shipibo_Konibo	hit	riʃki	riʃki	r i ʃ k i			587	[]	1
2703	Kapanawa	hit	riʃki	riʃki	r i ʃ k i			587	[]	1
2704	Shanenawa	hit	kuʂa	kuʂa	k u ʂ a			585	[]	1
2705	Yawanawa	hit	kuʃa	kuʃa	k u ʃ a			585	[]	1
2706	Poyanawa	hit	burutu	burutu	b u r u t u			592	[]	1
2707	Iskonawa	hit	mɨ	mɨ	m ɨ			588	[]	1
2708	Chakobo	hit	tʃaka	tʃaka	tʃ a k a			589	[]	1
2709	Chakobo	hit	tuʂ	tuʂ	t u ʂ			532	[]	1
2710	Chakobo	hit	raʃi	raʃi	r a ʃ i			590	[]	1
2711	Kakataibo	hit	mɨ	mɨ	m ɨ			588	[]	1
2712	Mastanawa	hit	kuʂa	kuʂa	k u ʂ a			585	[]	1
2713	Chaninawa	hit	sɨtɨ	sɨtɨ	s ɨ t ɨ			586	[]	1
2714	Chaninawa	hit	kuʃa	kuʃa	k u ʃ a			585	[]	1
2715	Sharanawa	hit	t͡sɨtɨ	t͡sɨtɨ	ts ɨ t ɨ			586	[]	1
2716	Amawaka	hit	mɨʔɨ	mɨʔɨ	m ɨ ʔ ɨ			588	[]	1
2717	Nawa	hit	sɨtɨj	sɨtɨ	s ɨ t ɨ			586	[]	1
2718	Marinawa	hit	sɨtɨ	sɨtɨ	s ɨ t ɨ			586	[]	1
2719	Yaminawa	hit	sɨtɨ	sɨtɨ	s ɨ t ɨ			586	[]	1
2720	Kashinawa_P	hit	ʧaka	ʧaka	tʃ a k a			589	[]	1
2721	Araona	hit	ishe	ishe	i ʃ e			595	[]	1
2434	Matses	hold [in hand]	sanan	sanan	s a n a n			601	[]	1
2435	Matis	hold [in hand]	tɨdin	tɨdin	t ɨ d i n			538	[]	1
2436	Marubo	hold [in hand]	tuin	tuin	t u i n			598	[]	1
2437	Katukina	hold [in hand]	tuyna	tuina	t u i n a			598	[]	1
2438	Shipibo_Konibo	hold [in hand]	βi	βi	β i			599	[]	1
2439	Kapanawa	hold [in hand]	βi	βi	β i			599	[]	1
2440	Shanenawa	hold [in hand]	tʃuma	tʃuma	tʃ u m a			597	[]	1
2441	Iskonawa	hold [in hand]	achi	achi	a tʃ i			596	[]	1
2442	Chakobo	hold [in hand]	atʃa	atʃa	a tʃ a			596	[]	1
2443	Kakataibo	hold [in hand]	tuin	βi	β i			598	[]	1
2444	Mastanawa	hold [in hand]	aʧi	aʧi	a tʃ i			596	[]	1
2445	Chaninawa	hold [in hand]	t͡suba	t͡suba	ts u b a			597	[]	1
2446	Sharanawa	hold [in hand]	t͡suba	t͡suba	ts u b a			597	[]	1
2447	Amawaka	hold [in hand]	at͡ʃi	at͡ʃi	a tʃ i			596	[]	1
2448	Nawa	hold [in hand]	aʧi	aʧi	a tʃ i			596	[]	1
2449	Marinawa	hold [in hand]	jata	jata	j a t a			596	[]	1
2450	Yaminawa	hold [in hand]	aʧi	aʧi	a tʃ i			596	[]	1
2451	Kashinawa_P	hold [in hand]	tsuma	tsuma	ts u m a			597	[]	1
2452	Araona	hold [in hand]	iña	iña	i ɲ a			600	[]	1
4352	Matses	how [interr.]	midapad	midapad	m i d a + p a d			606	[]	1
4353	Matis	how [interr.]	mitsipadentsi	mitsipadentsi	m i ts i + p a d e n ts i			606	[]	1
4354	Marubo	how [interr.]	awɨ	awɨ	a w ɨ			610	[]	1
4355	Shipibo_Konibo	how [interr.]	hawɨkɨska	hawɨkɨska	h a w ɨ + k ɨ s k a			610	[]	1
4356	Kapanawa	how [interr.]	hɨnkɨtsa	hɨnkɨtsa	h ɨ n k ɨ + ts a			611	[]	1
4357	Shanenawa	how [interr.]	haska	haska	h a s k a			610	[]	1
4358	Yawanawa	how [interr.]	auɨsa	awɨsa	a w ɨ s a			610	[]	1
4359	Poyanawa	how [interr.]	auarra	auarra	a u a r a			610	[]	1
4360	Iskonawa	how [interr.]	ahujakɨsa	ahujakɨsa	a h u j a k ɨ s a			607	[]	1
4361	Chakobo	how [interr.]	hɨnawa	hɨnawa	h ɨ n a w a			613	[]	1
4362	Kakataibo	how [interr.]	uisao	uisao	u i s a o			610	[]	1
4363	Mastanawa	how [interr.]	awɨskaj	awɨska	a w ɨ s k a			610	[]	1
4364	Chaninawa	how [interr.]	awɨska	awɨska	a w ɨ s k a			610	[]	1
4365	Sharanawa	how [interr.]	awɨska	awɨska	a w ɨ s k a			610	[]	1
4366	Amawaka	how [interr.]	kɨsa	kɨsa	k ɨ s a			544	[]	1
4367	Nawa	how [interr.]	awɨska	awɨska	a w ɨ s k a			610	[]	1
4368	Marinawa	how [interr.]	awɨskamɨ	awɨskamɨ	a w ɨ s k a m ɨ			610	[]	1
4369	Marinawa	how [interr.]	awɨskaki	awɨskaki	a w ɨ s k a k i			610	[]	1
4370	Yaminawa	how [interr.]	awɨkaʂu	awɨkaʂu	a w ɨ k a ʂ u			610	[]	1
4371	Kashinawa_P	how [interr.]	haska	haska	h a s k a			610	[]	1
4372	Araona	how [interr.]	kuipa	kuipa	k u i p a			615	[]	1
3143	Matses	hunt	kapu	kapu	k a p u			619	[]	1
3144	Matis	hunt	kapo	kapo	k a + p o			619	[]	1
3145	Marubo	hunt	nika	nika	n i k a			629	[]	1
3146	Katukina	hunt	nii	nii	n iː			629	[]	1
3147	Shipibo_Konibo	hunt	yumera	yumera	j u m e r a			620	[]	1
3148	Kapanawa	hunt	yumɨra	yumɨra	j u m ɨ r a			620	[]	1
3149	Shanenawa	hunt	ni	ni	n i			629	[]	1
3150	Nukini	hunt	aiβũ	aiβũ	a i β ũ			630	[]	1
3151	Chakobo	hunt	pasu	pasu	p a s u			547	[]	1
3152	Kakataibo	hunt	ɲu ʔa	ɲu ʔa	ɲ u + ʔ a			625	[]	1
3153	Kaxarari	hunt	utʃa	utʃa	u tʃ a			627	[]	1
3154	Mastanawa	hunt	dja	di	d i			628	[]	1
3155	Chaninawa	hunt	di:ka	dika	d i + k a			629	[]	1
3156	Sharanawa	hunt	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ			616	[]	1
3157	Amawaka	hunt	bi ʔana	biʔana	b i ʔ a n a			621	[]	1
3158	Amawaka	hunt	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ			616	[]	1
3159	Nawa	hunt	di ka	di ka	d i + k a			629	[]	1
3160	Marinawa	hunt	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ			616	[]	1
3161	Yaminawa	hunt	mɨpɨnaj	mɨpɨna	m ɨ p ɨ n a			632	[]	1
3162	Kashinawa_P	hunt	tsaka	tsaka	ts a k a			629	[]	1
3163	Kashinawa_B	hunt	piajaka	piajaka	p i a j a k a			626	[]	1
3164	Araona	hunt	kuade	kuade	k u a d e			622	[]	1
3165	Araona	hunt	pisa	pisa	p i s a			618	[]	1
3166	Araona	hunt	tsa	tsa	ts a			545	[]	1
281	Matses	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ			634	[]	1
282	Matis	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ			634	[]	1
283	Marubo	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ			634	[]	1
284	Katukina	husband	βuni	βuni	β u n i			634	[]	1
285	Shipibo_Konibo	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ			634	[]	1
286	Kapanawa	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ			634	[]	1
287	Shanenawa	husband	ɸɨnɨ	ɸɨnɨ	ɸ ɨ n ɨ			634	[]	1
288	Yawanawa	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ			634	[]	1
289	Nukini	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ			634	[]	1
290	Poyanawa	husband	βɨdɨ	βɨdɨ	β ɨ d ɨ			634	[]	1
291	Iskonawa	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ			634	[]	1
292	Chakobo	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ			634	[]	1
293	Pakawara	husband	wɨnɨ	wɨnɨ	w ɨ n ɨ			634	[]	1
294	Kakataibo	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ			634	[]	1
295	Kaxarari	husband	wɨnɨ	wɨnɨ	w ɨ n ɨ			634	[]	1
296	Mastanawa	husband	ɨnhuɨdɨ	ɨnhuɨdɨ	ɨ n w ɨ d ɨ			634	[]	1
297	Chaninawa	husband	dukuɸɨdɨ	dukuɸɨdɨ	d u k u ɸ ɨ d ɨ			634	[]	1
298	Chaninawa	husband	ɨwɨɸɨdɨ	ɨwɨɸɨdɨ	ɨ w ɨ ɸ ɨ d ɨ			634	[]	1
299	Sharanawa	husband	ɸɨdɨ	ɸɨdɨ	ɸ ɨ d ɨ			634	[]	1
300	Amawaka	husband	wɨndɨ	wɨndɨ	w ɨ ⁿd ɨ			634	[]	1
301	Nawa	husband	ɸɨdɨ	ɸɨdɨ	ɸ ɨ d ɨ			634	[]	1
302	Marinawa	husband	ɸɨndi	ɸɨndi	ɸ ɨ ⁿd i			634	[]	1
303	Yaminawa	husband	wɨdɨ	wɨdɨ	w ɨ d ɨ			634	[]	1
304	Kashinawa_P	husband	βɨni	βɨni	β ɨ n i			634	[]	1
305	Kashinawa_B	husband	βɨnɨ	βɨnɨ	β ɨ n ɨ			634	[]	1
306	Araona	husband	eawe	eawe	e a w e			635	[]	1
2672	Matses	kill	ak	ak	a k			639	[]	1
2673	Matis	kill	ak	ak	a k			639	[]	1
2674	Marubo	kill	jamama	jamama	j a m a m a			645	[]	1
2675	Katukina	kill	atan	atan	a t a n			646	[]	1
2676	Katukina	kill	maki	maki	m a k i			552	[]	1
2677	Shipibo_Konibo	kill	rɨtɨ	rɨtɨ	r ɨ t ɨ			638	[]	1
2678	Kapanawa	kill	rɨtɨ	rɨtɨ	r ɨ t ɨ			638	[]	1
2679	Shanenawa	kill	rɨtɨ	rɨtɨ	r ɨ t ɨ			638	[]	1
2680	Yawanawa	kill	rɨtɨ	rɨtɨ	r ɨ t ɨ			638	[]	1
2681	Nukini	kill	rɨtɨ	rɨtɨ	r ɨ t ɨ			638	[]	1
2682	Poyanawa	kill	kuja	kuja	k u j a			644	[]	1
2683	Iskonawa	kill	marɨ	marɨ	m a + r ɨ			642	[]	1
2684	Chakobo	kill	kaka	kaka	k a k a			641	[]	1
2685	Chakobo	kill	tɨpas	tɨpas	t ɨ p a s			550	[]	1
2686	Pakawara	kill	aha	aha	a h a			639	[]	1
2687	Kakataibo	kill	rɨ	rɨ	r ɨ			638	[]	1
2688	Kaxarari	kill	?a	ʔa	ʔ a			639	[]	1
2689	Mastanawa	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ			638	[]	1
2690	Chaninawa	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ			638	[]	1
2691	Sharanawa	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ			638	[]	1
2692	Amawaka	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ			638	[]	1
2693	Nawa	kill	ɾɨtɨj	ɾɨtɨ	ɾ ɨ t ɨ			638	[]	1
2694	Marinawa	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ			638	[]	1
2695	Yaminawa	kill	ɾɨtɨ	ɾɨtɨ	ɾ ɨ t ɨ			638	[]	1
2696	Kashinawa_P	kill	tɨnja	tɨnia	t ɨ n j a			647	[]	1
2697	Araona	kill	iše	iše	i ʃ e			648	[]	1
3042	Matses	know [facts]	tantia	tanti	t a n t i + a			652	[]	1
3043	Matis	know [facts]	tanawa	tanawa	t a n a + w a			652	[]	1
3044	Marubo	know [facts]	tana	tana	t a n a			652	[]	1
3045	Katukina	know [facts]	tana	tana	t a n a			652	[]	1
3046	Shipibo_Konibo	know [facts]	unan	unan	u n a n			651	[]	1
3047	Kapanawa	know [facts]	unan	unan	u n a n			651	[]	1
3048	Shanenawa	know [facts]	tapian	tapin	t a p i n			650	[]	1
3049	Yawanawa	know [facts]	tapin	tapin	t a p i n			650	[]	1
3050	Iskonawa	know [facts]	unan	unan	u n a n			651	[]	1
3051	Chakobo	know [facts]	ka?ɨ	kaʔɨ	k a ʔ ɨ			654	[]	1
3052	Kakataibo	know [facts]	unan	unan	u n a n			651	[]	1
3053	Kaxarari	know [facts]	hayusĩ	hayusĩ	h a j u s ĩ			655	[]	1
3054	Mastanawa	know [facts]	tapja	tapi	t a p i			650	[]	1
3055	Chaninawa	know [facts]	tapi	tapi	t a p i			650	[]	1
3056	Sharanawa	know [facts]	tapian	tapin	t a p i n			650	[]	1
3057	Amawaka	know [facts]	unan	unan	u n a n			651	[]	1
