ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	MORPHEMES	COGID	BODY	BODYID
1045	Kakataibo	meat (flesh)	nami	nami	n a m i		flesh/meat	747	['flesh/meat']	44
1046	Kaxarari	meat (flesh)	lami	lami	l a m i		flesh/meat	747	['flesh/meat']	44
1047	Mastanawa	meat (flesh)	dabi	dabi	d a b i		flesh/meat	747	['flesh/meat']	44
1048	Chaninawa	meat (flesh)	dabi	dabi	d a b i		flesh/meat	747	['flesh/meat']	44
1049	Sharanawa	meat (flesh)	dabi	dabi	d a b i		flesh/meat	747	['flesh/meat']	44
1050	Amawaka	meat (flesh)	nambi	nambi	n a m b i		flesh/meat	747	['flesh/meat']	44
1051	Nawa	meat (flesh)	dabi	dabi	d a b i		flesh/meat	747	['flesh/meat']	44
1052	Marinawa	meat (flesh)	danbi	danbi	d a n b i		flesh/meat	747	['flesh/meat']	44
1053	Yaminawa	meat (flesh)	dabi	dabi	d a b i		flesh/meat	747	['flesh/meat']	44
1054	Kashinawa_P	meat (flesh)	nami	nami	n a m i		flesh/meat	747	['flesh/meat']	44
1055	Kashinawa_B	meat (flesh)	nami	nami	n a m i		flesh/meat	747	['flesh/meat']	44
1056	Araona	meat (flesh)	emi	emi	e m i		?	747	['?']	2
674	Matses	neck	tɨnite	tɨnite	t ɨ + n i t e		neck _nite	810	['neck', '_nite']	88
675	Matis	neck	tɨtun	tɨtun	t ɨ + t u n		neck _tun	810	['neck', '_tun']	92
676	Marubo	neck	tɨʂu	tɨʂu	t ɨ + ʂ u		neck _ʂu	810	['neck', '_ʂu']	94
677	Katukina	neck	tispun	tispun	t i + s p u n		neck _spun	810	['neck', '_spun']	90
678	Kanamari	neck	taʃu	taʃu	t ɨ + ʃ u		neck _ʂu	810	['neck', '_ʂu']	94
679	Shipibo_Konibo	neck	tɨʂu	tɨʂu	t ɨ + ʂ u		neck _ʂu	810	['neck', '_ʂu']	94
680	Kapanawa	neck	tɨʂu	tɨʂu	t ɨ + ʂ u		neck _ʂu	810	['neck', '_ʂu']	94
681	Shanenawa	neck	tɨʂɨ	tɨʂɨ	t ɨ + ʂ u		neck _ʂu	810	['neck', '_ʂu']	94
682	Yawanawa	neck	tɨʃu	tɨʃu	t ɨ + ʃ u		neck _ʂu	810	['neck', '_ʂu']	94
683	Nukini	neck	nipika	nipika	n i p i k a		?	804	['?']	2
684	Nukini	neck	tukɨ	tɨkɨ	t ɨ + k ɨ		neck _kɨ	810	['neck', '_kɨ']	86
685	Poyanawa	neck	tɨhu	tɨhu	t ɨ + h u		neck _ʂu	810	['neck', '_ʂu']	94
686	Iskonawa	neck	tɨhu	tɨhu	t ɨ + h u		neck _ʂu	810	['neck', '_ʂu']	94
687	Chakobo	neck	tɨpuku	tɨpuku	t ɨ + p u k u		neck _puku	810	['neck', '_puku']	89
688	Pakawara	neck	tikana	tikana	t i + k a n a		neck _kana	810	['neck', '_kana']	85
689	Kakataibo	neck	tɨʂa	tɨʂa	t ɨ + ʂ a		neck _ʂa	810	['neck', '_ʂa']	93
690	Kaxarari	neck	tɨiwi	tɨiwi	t ɨ + i w i		neck truck	810	['neck', 'truck']	95
691	Mastanawa	neck	tɨʂu	tɨʂu	t ɨ + ʂ u		neck _ʂu	810	['neck', '_ʂu']	94
692	Chaninawa	neck	tɨsto	tɨsto	t ɨ + s t o		neck _sto	810	['neck', '_sto']	91
693	Sharanawa	neck	tɨʂu	tɨʂu	t ɨ + ʂ u		neck _ʂu	810	['neck', '_ʂu']	94
694	Amawaka	neck	çau	çau	t ɨ + ç u		neck _ʂu	806	['neck', '_ʂu']	94
695	Nawa	neck	tɨʂu	tɨʂu	t ɨ + ʂ u		neck _ʂu	810	['neck', '_ʂu']	94
696	Nawa	neck	tɨmaʂka	tɨmaʂka	t ɨ + m a ʂ k a		neck _maʂka	810	['neck', '_maʂka']	87
697	Marinawa	neck	tɨʂu	tɨʂu	t ɨ + ʂ u		neck _ʂu	810	['neck', '_ʂu']	94
698	Yaminawa	neck	tɨʂu	tɨʂu	t ɨ + ʂ u		neck _ʂu	810	['neck', '_ʂu']	94
699	Kashinawa_P	neck	tɨʂu	tɨʂu	t ɨ + ʂ u		neck _ʂu	810	['neck', '_ʂu']	94
700	Kashinawa_B	neck	tɨʂu	tɨʂu	t ɨ + ʂ u		neck _ʂu	810	['neck', '_ʂu']	94
701	Araona	neck	nala	nala	n a l a		?	811	['?']	2
568	Matses	nose	dɨβiate	dɨβiate	d ɨ + β i a t e		nose _biate	830	['nose', '_biate']	96
569	Matis	nose	dɨʂan	dɨʂan	d ɨ + ʂ a n		nose _san	830	['nose', '_san']	100
570	Marubo	nose	rɨkin	rɨkin	r ɨ + k i n		nose _kin	830	['nose', '_kin']	98
571	Katukina	nose	renkin	renkin	r ɨ + k i n		nose _kin	830	['nose', '_kin']	98
572	Kanamari	nose	rɨkĩ	rɨkĩ	r ɨ + k ĩ		nose _kin	830	['nose', '_kin']	98
573	Shipibo_Konibo	nose	rɨkin	rɨkin	r ɨ + k i n		nose _kin	830	['nose', '_kin']	98
574	Kapanawa	nose	rɨkin	rɨkin	r ɨ + k i n		nose _kin	830	['nose', '_kin']	98
575	Shanenawa	nose	rɨkin	rɨkin	r ɨ + k i n		nose _kin	830	['nose', '_kin']	98
576	Yawanawa	nose	rɨkin	rɨkin	r ɨ + k i n		nose _kin	830	['nose', '_kin']	98
577	Nukini	nose	rɨ̃kɨ̃	rɨ̃kɨ̃	r ɨ̃ + k ɨ̃		nose _kɨn	830	['nose', '_kɨn']	99
578	Poyanawa	nose	rɨnkĩ	rɨnkĩ	r ɨ + k ĩ		nose _kin	830	['nose', '_kin']	98
579	Iskonawa	nose	ɾɨnkĩ	ɾɨnkĩ	ɾ ɨ + k ĩ		nose _kin	830	['nose', '_kin']	98
580	Chakobo	nose	rɨʂaki	rɨʂaki	r ɨ + ʂ a k i		nose _ʂaki	830	['nose', '_ʂaki']	101
581	Pakawara	nose	rɨkina	rɨkina	r ɨ + k i n a		nose _kin	830	['nose', '_kin']	98
582	Kakataibo	nose	rɨkin	rɨkin	r ɨ + k i n		nose _kin	830	['nose', '_kin']	98
583	Kaxarari	nose	tʃɨkani	tʃɨkani	r ɨ + k a n i		nose _kani	830	['nose', '_kani']	97
584	Mastanawa	nose	ɾɨʧuʔu	ɾɨʧuʔu	ɾ ɨ + tʃ u ʔ u		nose _ʧuku	830	['nose', '_ʧuku']	103
585	Chaninawa	nose	ɾɨki	ɾɨki	ɾ ɨ + k i		nose _kin	830	['nose', '_kin']	98
586	Sharanawa	nose	ɾɨt͡ʃuku	ɾɨt͡ʃuku	ɾ ɨ + tʃ u k u		nose _ʧuku	830	['nose', '_ʧuku']	103
587	Amawaka	nose	ɾɨ(n)kin	ɾɨkin	ɾ ɨ + k i n		nose _kin	830	['nose', '_kin']	98
588	Nawa	nose	ɾɨʧa	ɾɨʧa	ɾ ɨ + tʃ a		nose _ʧa	830	['nose', '_ʧa']	102
589	Marinawa	nose	ɾɨʧuku	ɾɨʧuku	ɾ ɨ + tʃ u k u		nose _ʧuku	830	['nose', '_ʧuku']	103
590	Yaminawa	nose	ɾɨʧuʔu	ɾɨʧuʔu	ɾ ɨ + tʃ u ʔ u		nose _ʧuku	830	['nose', '_ʧuku']	103
591	Kashinawa_P	nose	dɨki	dɨki	d ɨ + k i		nose _kin	830	['nose', '_kin']	98
592	Kashinawa_P	nose	ɾɨki	ɾɨki	ɾ ɨ + k i		nose _kin	830	['nose', '_kin']	98
593	Kashinawa_B	nose	dɨkĩ	dɨkĩ	d ɨ + k ĩ		nose _kin	830	['nose', '_kin']	98
594	Araona	nose	ewi	ewi	e w i		?	831	['?']	2
754	Matses	skin [of person]	βitsi	βitsi	β i ts i		skin	49	['skin']	116
755	Matis	skin [of person]	βidtsi	βidtsi	β i ts i		skin	1063	['skin']	116
756	Marubo	skin [of person]	ɨʂpi	ɨʂpi	ɨ ʂ p i		skin/ɨʂpi	1065	['skin/ɨʂpi']	117
757	Katukina	skin [of person]	wixiβi	wixiβi	w i tʃ i β i		skin	1063	['skin']	116
758	Shipibo_Konibo	skin [of person]	βitʃi	βitʃi	β i tʃ i		skin	1063	['skin']	116
759	Kapanawa	skin [of person]	βitʃi	βitʃi	β i tʃ i		skin	1063	['skin']	116
760	Shanenawa	skin [of person]	ɸitʃi	ɸitʃi	ɸ i tʃ i		skin	1063	['skin']	116
761	Yawanawa	skin [of person]	βitʃi	βitʃi	β i tʃ i		skin	1063	['skin']	116
762	Nukini	skin [of person]	βiʃi	βiʃi	β i ʃ i		skin	1063	['skin']	116
763	Iskonawa	skin [of person]	βiʧi	βiʧi	β i tʃ i		skin	1063	['skin']	116
764	Iskonawa	skin [of person]	haka	haka	h a k a		bark	1062	['bark']	21
765	Chakobo	skin [of person]	βitʃi	βitʃi	β i tʃ i		skin	1063	['skin']	116
766	Pakawara	skin [of person]	witʃi	witʃi	w i tʃ i		skin	1063	['skin']	116
767	Kakataibo	skin [of person]	ʂaka	ʂaka	ʂ a k a		bark	1062	['bark']	21
768	Kaxarari	skin [of person]	witʃi	witʃi	w i tʃ i		skin	1063	['skin']	116
769	Mastanawa	skin [of person]	ɸiʧi	ɸiʧi	ɸ i tʃ i		skin	1063	['skin']	116
770	Chaninawa	skin [of person]	ɸit͡ʃi	ɸit͡ʃi	ɸ i tʃ i		skin	1063	['skin']	116
771	Sharanawa	skin [of person]	ɸit͡ʃi	ɸit͡ʃi	ɸ i tʃ i		skin	1063	['skin']	116
772	Amawaka	skin [of person]	punj̃ã	çaka	ç a k a		skin	1064	['skin']	116
773	Nawa	skin [of person]	ɸiʧi	ɸiʧi	ɸ i tʃ i		skin	49	['skin']	116
774	Marinawa	skin [of person]	ɸiʧi	ɸiʧi	ɸ i tʃ i		skin	1063	['skin']	116
775	Yaminawa	skin [of person]	ɸiʧi	ɸiʧi	ɸ i tʃ i		skin	1063	['skin']	116
776	Kashinawa_P	skin [of person]	βiʧi	βiʧi	β i tʃ i		skin	1063	['skin']	116
777	Kashinawa_B	skin [of person]	βitʃi	βitʃi	β i tʃ i		skin	1063	['skin']	116
778	Araona	skin [of person]	biki	biki	b i k i		skin	1063	['skin']	116
779	Matses	tail	inkuente	inkuente	i n + k u e n t e		tail _kuente	1258	['tail', '_kuente']	122
780	Matis	tail	ina	ina	i n + a		tail _-:suffix/a	1253	['tail', '_-:suffix/a']	120
781	Marubo	tail	ina	ina	i n + a		tail _a	1253	['tail', '_a']	121
782	Kanamari	tail	hina	hina	h i n + a		tail _a	1253	['tail', '_a']	121
783	Shipibo_Konibo	tail	hina	hina	h i n + a		tail _a	1253	['tail', '_a']	121
784	Kapanawa	tail	hina	hina	h i n + a		tail _a	1253	['tail', '_a']	121
785	Shanenawa	tail	ina	ina	i n + a		tail _a	1253	['tail', '_a']	121
786	Yawanawa	tail	ina	ina	i n + a		tail _a	1253	['tail', '_a']	121
787	Poyanawa	tail	βãti	βãti	β ã t i		?	1256	['?']	2
788	Iskonawa	tail	ina	ina	i n + a		tail _a	1253	['tail', '_a']	121
789	Chakobo	tail	hina	hina	h i n + a		tail _a	1253	['tail', '_a']	121
790	Kakataibo	tail	ina	ina	i n + a		tail _a	1253	['tail', '_a']	121
791	Kaxarari	tail	tʃina	tʃina	tʃ i n + a		tail _a	1614	['tail', '_a']	121
792	Mastanawa	tail	ida	ida	i d + a		tail _a	1253	['tail', '_a']	121
793	Chaninawa	tail	ida	ida	i d + a		tail _a	1253	['tail', '_a']	121
794	Sharanawa	tail	i:da	i:da	iː d + a		tail _a	1253	['tail', '_a']	121
795	Amawaka	tail	hinda	hinda	h i ⁿd + a		tail _a	1253	['tail', '_a']	121
796	Nawa	tail	ʦimaʂa	ʦimaʂa	ts i + m a ʂ a		buttock _masa	1257	['buttock', '_masa']	29
797	Marinawa	tail	inda	inda	i ⁿd + a		tail _a	1253	['tail', '_a']	121
798	Yaminawa	tail	tɨdɨ	tɨdɨ	t ɨ d ɨ		?	1616	['?']	2
799	Kashinawa_P	tail	hina	hina	h i n + a		tail _a	1253	['tail', '_a']	121
800	Kashinawa_B	tail	hina	hina	h i n + a		tail _a	1253	['tail', '_a']	121
801	Araona	tail	siča	siča	s i tʃ a		?	1254	['?']	2
621	Matses	tongue	ana	ana	a n + a		mouth/tongue _-:suffix/a	1330	['mouth/tongue', '_-:suffix/a']	82
622	Matis	tongue	ana	ana	a n + a		mouth/tongue _-:suffix/a	1330	['mouth/tongue', '_-:suffix/a']	82
623	Marubo	tongue	ana rɨβu	ana rɨβu	a n + a + r ɨ β u		mouth/tongue _a tip	1331	['mouth/tongue', '_a', 'tip']	83
624	Katukina	tongue	ana	ana	a n + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
625	Kanamari	tongue	hana	hana	h a n + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
626	Shipibo_Konibo	tongue	hana	hana	h a n + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
627	Kapanawa	tongue	hana	hana	h a n + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
628	Shanenawa	tongue	ana	ana	a n + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
629	Yawanawa	tongue	ana	ana	a n + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
630	Nukini	tongue	anã	anã	a n + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
631	Poyanawa	tongue	anda	anda	a ⁿd + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
632	Iskonawa	tongue	ana	ana	a n + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
633	Chakobo	tongue	hana	hana	h a n + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
634	Pakawara	tongue	hana	hana	h a n + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
635	Kakataibo	tongue	ana	ana	a n + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
636	Kaxarari	tongue	hana	hana	h a n + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
637	Mastanawa	tongue	ada	ada	a d + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
638	Chaninawa	tongue	a:da	a:da	a d + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
639	Sharanawa	tongue	ada	ada	a d + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
640	Amawaka	tongue	handa	handa	h a ⁿd + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
641	Nawa	tongue	a:da	a:da	a d + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
642	Marinawa	tongue	anda	anda	a ⁿd + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
643	Yaminawa	tongue	ada	ada	a d + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
644	Kashinawa_P	tongue	hana	hana	h a n + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
645	Kashinawa_B	tongue	hana	hana	h a n + a		mouth/tongue _a	1330	['mouth/tongue', '_a']	84
646	Araona	tongue	e-ana	eana	e a n a		?	1330	['?']	2
861	Matses	wing	podo	podo	p o d o		arm/podo	1480	['arm/podo']	11
862	Matis	wing	pɨi	pɨi	p ɨ + i		arm _i	1480	['arm', '_i']	4
863	Marubo	wing	pɨi	pɨi	p ɨ + i		arm _i	1480	['arm', '_i']	4
864	Shipibo_Konibo	wing	pɨtʃi	pɨtʃi	p ɨ + tʃ i		arm _tʃi	1480	['arm', '_tʃi']	9
865	Kapanawa	wing	pɨi	pɨi	p ɨ + i		arm _i	1480	['arm', '_i']	4
866	Shanenawa	wing	pɨj	pɨj	p ɨ + j		arm _j	1480	['arm', '_j']	5
867	Yawanawa	wing	pɨj	pɨj	p ɨ + j		arm _j	1480	['arm', '_j']	5
868	Iskonawa	wing	pɨi	pɨi	p ɨ + i		arm _i	1480	['arm', '_i']	4
869	Chakobo	wing	pɨ?i	pɨʔi	p ɨ + ʔ i		arm _ʔi	1480	['arm', '_ʔi']	10
870	Kakataibo	wing	pɨi	pɨi	p ɨ + i		arm _i	1480	['arm', '_i']	4
871	Kaxarari	wing	patsasi	patsasi	p a ts a s i		?	1484	['?']	2
872	Mastanawa	wing	ampɨj	ampɨj	a m + p ɨ + i		_am arm _i	1480	['_am', 'arm', '_i']	3
873	Chaninawa	wing	pɨtau	pɨtau	p ɨ + t a u		arm _tau	1480	['arm', '_tau']	6
874	Sharanawa	wing	dujati	dujati	d u j a + t i		flight _ti	1485	['flight', '_ti']	45
875	Amawaka	wing	pɨʔi	pɨʔi	p ɨ + ʔ i		arm _ʔi	1480	['arm', '_ʔi']	10
876	Nawa	wing	pɨtaw	pɨtaw	p ɨ + t a w		arm _taw	1480	['arm', '_taw']	7
877	Marinawa	wing	pɨtaw	pɨtaw	p ɨ + t a w		arm _taw	1480	['arm', '_taw']	7
878	Yaminawa	wing	pɨta	pɨta	p ɨ + t a		arm _ti	1480	['arm', '_ti']	8
879	Kashinawa_P	wing	pɨj	pɨj	p ɨ + j		arm _j	1480	['arm', '_j']	5
880	Kashinawa_B	wing	pɨi	pɨi	p ɨ + i		arm _i	1480	['arm', '_i']	4
881	Araona	wing	nabai	nabai	n a b a i		?	1481	['?']	2
